timestamp,difficulty,pos_x,pos_y,pos_z,angle_yaw,angle_pitch,angle_roll
1678952145635,8,9.781,45.788,33.003,359.80,345.08,352.08
1678952145732,8,9.718,44.264,32.673,3.62,348.53,349.68
1678952145829,8,10.822,44.116,31.716,7.79,353.81,346.23
1678952145926,8,13.618,45.127,29.932,14.61,1.26,341.40
1678952146036,8,16.969,48.615,26.951,17.66,12.25,339.88
1678952146133,8,18.185,54.391,24.272,13.74,20.88,342.37
1678952146243,8,18.733,61.698,20.849,8.28,31.01,342.48
1678952146328,8,19.988,69.127,18.034,7.08,35.41,342.59
1678952146425,8,20.978,76.221,17.249,5.33,34.52,342.70
1678952146549,8,19.111,82.194,20.292,359.06,27.80,344.99
1678952146634,8,15.902,83.848,23.722,353.36,20.75,350.32
1678952146726,8,11.617,83.750,25.423,348.03,18.21,356.01
1678952146829,8,8.157,82.765,25.700,348.12,19.30,359.89
1678952146929,8,6.446,81.455,26.276,353.01,19.14,1.89
1678952147027,8,5.080,79.735,27.151,354.47,17.69,2.47
1678952147124,8,3.602,77.238,28.565,352.80,14.98,2.36
1678952147232,8,1.189,71.977,30.581,347.71,11.06,4.86
1678952147325,8,-1.306,65.916,30.898,342.12,12.24,10.88
1678952147430,8,-3.937,59.185,29.599,336.24,16.52,15.03
1678952147524,8,-5.064,55.131,29.260,336.38,15.03,16.50
1678952147633,8,-5.211,52.645,29.394,340.83,12.73,17.12
1678952147731,8,-5.150,51.573,29.413,344.18,12.06,16.11
1678952147829,8,-4.973,51.117,29.611,345.96,11.12,14.18
1678952147930,8,-4.742,51.313,30.066,347.13,10.05,12.53
1678952148029,8,-4.301,52.164,30.448,347.87,9.29,11.02
1678952148121,8,-3.688,53.287,30.804,348.32,8.93,8.90
1678952148229,8,-2.991,54.802,31.016,348.95,9.47,7.29
1678952148334,8,-2.333,56.443,31.100,349.17,10.04,5.98
1678952148423,8,-0.730,57.644,31.684,353.77,8.25,4.40
1678952148528,8,2.502,58.243,32.846,6.04,3.14,1.20
1678952148631,8,5.128,57.924,33.657,17.32,359.07,359.85
1678952148729,8,7.117,57.122,34.010,26.23,357.63,359.05
1678952148830,8,7.667,56.807,33.990,26.93,357.98,358.75
1678952148921,8,7.641,56.539,33.893,25.85,358.26,358.70
1678952149024,8,7.349,56.260,33.876,24.41,358.14,359.61
1678952149125,8,6.926,56.002,33.986,23.08,357.26,359.91
1678952149223,8,6.148,56.040,34.255,20.24,356.46,0.69
1678952149323,8,5.463,56.298,34.207,17.63,356.50,2.03
1678952149439,8,4.562,56.773,33.974,14.56,357.36,3.48
1678952149538,8,-0.807,58.781,33.425,0.08,359.32,11.14
1678952149634,8,-11.892,64.465,28.670,343.77,7.64,22.15
1678952149732,8,-19.941,72.964,18.164,339.51,14.76,25.10
1678952149829,8,-20.691,80.099,9.412,346.10,20.13,26.39
1678952149926,8,-19.140,83.769,5.430,350.57,23.03,27.16
1678952150036,8,-17.583,84.665,5.785,349.91,24.28,25.01
1678952150133,8,-16.220,83.762,8.652,348.45,22.41,22.36
1678952150230,8,-14.396,81.819,12.712,347.97,19.32,19.51
1678952150327,8,-11.749,79.080,17.898,349.09,15.11,17.01
1678952150426,8,-8.212,75.679,23.451,351.66,9.65,13.10
1678952150536,8,-2.838,70.246,29.959,358.89,359.83,7.30
1678952150633,8,2.012,63.336,34.290,9.00,350.69,4.16
1678952150731,8,5.266,56.164,35.299,14.90,348.24,357.36
1678952150828,8,6.775,51.057,34.281,12.80,350.17,353.75
1678952150925,8,7.839,47.582,33.023,10.44,350.04,351.14
1678952151023,8,8.571,45.664,32.482,9.38,348.97,349.05
1678952151135,8,8.278,45.268,32.541,7.02,348.54,348.51
1678952151230,8,7.174,45.921,32.878,4.13,349.35,350.38
1678952151328,8,5.974,47.220,33.305,1.71,350.34,352.06
1678952151425,8,4.916,48.752,33.549,0.06,351.93,353.42
1678952151523,8,3.993,50.276,33.507,358.36,354.10,354.69
1678952151634,8,3.103,51.910,33.539,357.31,355.85,356.10
1678952151732,8,2.742,53.283,33.543,357.32,357.18,356.61
1678952151828,8,3.834,55.241,33.564,359.98,358.74,356.21
1678952151926,8,9.570,58.643,33.275,12.64,2.47,349.82
1678952152036,8,18.589,63.138,31.156,25.18,8.39,343.86
1678952152133,8,24.473,67.070,28.610,29.24,13.27,340.72
1678952152230,8,26.902,71.123,27.184,26.82,15.84,339.73
1678952152327,8,27.207,74.230,27.242,22.92,15.82,340.52
1678952152450,8,26.196,76.216,28.091,18.78,14.72,341.85
1678952152535,8,24.966,76.896,28.968,16.86,13.23,342.99
1678952152632,8,23.555,76.975,29.717,14.89,11.80,343.58
1678952152729,8,21.859,76.657,30.284,12.07,10.20,343.93
1678952152827,8,20.042,75.961,30.757,9.17,8.91,344.64
1678952152925,8,18.223,75.001,31.415,6.47,7.20,346.02
1678952153036,8,15.606,73.601,32.204,2.13,5.62,348.82
1678952153134,8,12.689,72.069,33.137,357.68,3.31,352.76
1678952153230,8,6.657,71.530,33.226,349.56,2.10,1.65
1678952153328,8,-6.018,73.192,29.146,339.44,8.92,19.49
1678952153426,8,-15.171,73.114,21.997,336.92,13.49,26.16
1678952153536,8,-18.898,70.358,18.752,341.19,13.56,29.26
1678952153633,8,-19.050,66.389,21.756,341.56,11.63,26.86
1678952153730,8,-16.802,61.842,26.580,342.20,8.39,22.21
1678952153827,8,-13.688,58.350,29.790,343.12,6.93,18.16
1678952153925,8,-10.988,56.490,31.228,342.87,5.12,13.43
1678952154036,8,-8.854,56.071,31.544,342.33,5.07,11.10
1678952154133,8,-7.306,56.897,31.764,343.53,5.54,9.56
1678952154230,8,-6.236,58.702,31.779,345.37,5.66,8.81
1678952154328,8,-5.981,62.561,31.068,346.09,9.54,8.10
1678952154425,8,-5.981,68.344,29.774,346.22,13.67,7.92
1678952154536,8,-4.762,75.012,28.613,346.74,14.77,5.87
1678952154633,8,-1.889,74.908,30.647,350.54,10.65,3.21
1678952154731,8,2.225,65.595,35.075,356.54,357.06,2.61
1678952154827,8,5.306,54.153,33.391,3.49,347.34,358.21
1678952154925,8,5.436,46.986,29.602,4.57,342.81,356.02
1678952155023,8,3.664,43.347,29.228,1.46,339.93,356.43
1678952155134,8,1.108,41.732,31.276,357.14,340.48,359.41
1678952155231,8,-0.530,41.915,32.762,354.89,342.60,1.41
1678952155327,8,-1.363,43.102,33.336,354.25,346.59,1.75
1678952155426,8,-1.207,44.551,33.687,355.09,349.33,1.46
1678952155537,8,-1.452,46.021,33.680,353.27,351.60,2.79
1678952155634,8,-4.499,46.122,33.268,340.76,353.10,11.68
1678952155732,8,-8.364,45.293,31.563,326.18,359.32,21.96
1678952155829,8,-9.465,45.821,30.682,324.60,3.35,23.17
1678952155927,8,-9.123,47.574,30.885,329.72,3.64,21.73
1678952156024,8,-8.713,49.181,31.056,333.94,4.09,19.94
1678952156135,8,-8.278,50.597,31.244,336.56,5.32,18.10
1678952156232,8,-7.593,51.681,31.619,338.46,4.90,15.97
1678952156328,8,-6.226,52.708,32.120,342.10,3.28,13.19
1678952156424,8,-4.622,53.479,32.315,345.75,2.98,10.98
1678952156536,8,-2.816,54.080,32.347,348.18,3.21,8.33
1678952156634,8,-1.440,54.539,32.538,349.29,2.87,6.09
1678952156732,8,-0.120,55.272,33.005,350.52,1.78,3.33
1678952156829,8,1.181,56.118,33.242,352.48,1.51,0.63
1678952156926,8,2.743,56.921,33.184,355.76,2.16,358.11
1678952157037,8,5.194,57.863,33.271,1.89,2.12,354.78
1678952157135,8,7.948,58.565,33.187,9.95,2.86,352.47
1678952157232,8,9.828,59.114,32.885,14.15,4.93,352.46
1678952157329,8,10.504,59.722,32.689,12.59,5.90,352.32
1678952157427,8,10.733,60.320,32.617,9.61,6.23,351.72
1678952157537,8,11.043,60.888,32.630,7.49,6.67,351.53
1678952157633,8,11.153,61.321,32.560,5.63,7.11,351.67
