timestamp,difficulty,pos_x,pos_y,pos_z,angle_yaw,angle_pitch,angle_roll
1678951965503,3,-25.935,-25.535,0.404,0.04,15.92,354.76
1678951965600,3,-27.153,-25.825,0.613,357.52,15.50,358.12
1678951965698,3,-28.170,-26.211,0.672,355.67,15.41,1.43
1678951968865,3,-26.067,-26.553,3.340,5.75,359.32,356.37
1678951968977,3,-26.008,-26.531,3.234,5.72,359.93,356.18
1678951969074,3,-26.008,-26.541,3.026,5.24,1.50,355.97
1678951969171,3,-26.086,-26.499,2.866,4.60,1.79,355.61
1678951969269,3,-26.151,-26.360,2.756,4.30,2.48,355.48
1678951969366,3,-26.269,-26.162,2.471,4.06,4.10,355.72
1678951969478,3,-26.430,-25.937,2.124,3.18,5.62,356.23
1678951975434,3,-26.819,-25.734,2.484,0.95,3.57,358.76
1678951975532,3,-26.864,-25.719,2.369,0.75,4.12,358.84
1678951975629,3,-26.922,-25.705,2.319,0.46,4.53,359.02
1678951975727,3,-27.067,-25.705,2.034,359.36,5.93,358.88
1678951975824,3,-27.258,-25.680,1.889,358.19,6.42,358.53
1678951975921,3,-27.883,-25.623,2.285,355.21,4.81,357.41
1678951976032,3,-28.777,-25.799,2.689,349.73,2.31,354.62
1678951976130,3,-28.949,-25.753,2.390,349.54,3.99,354.58
1678951976228,3,-28.722,-25.613,2.104,350.97,5.23,355.07
1678951976324,3,-28.552,-25.628,2.039,351.53,5.58,355.22
1678951976435,3,-28.513,-25.644,2.077,351.57,5.47,355.12
1678951976532,3,-28.535,-25.601,2.104,351.04,4.94,354.86
1678951976629,3,-29.052,-25.708,3.007,348.06,0.67,354.17
1678951976727,3,-29.734,-26.086,3.684,343.46,357.05,353.07
1678951976824,3,-30.087,-26.226,3.787,341.33,355.98,353.27
1678951976935,3,-30.296,-26.306,3.999,340.75,354.39,353.71
1678951977032,3,-30.132,-26.437,4.535,342.57,351.93,354.04
1678951977129,3,-29.647,-26.626,4.866,345.42,350.84,354.16
1678951977227,3,-29.205,-26.756,4.938,348.17,350.68,354.49
1678951977324,3,-28.038,-26.754,4.895,354.66,351.33,354.80
1678951977434,3,-26.432,-27.071,4.632,3.21,352.70,356.14
1678951977532,3,-26.434,-27.062,3.113,2.87,0.84,357.23
1678951977629,3,-26.987,-26.792,1.920,359.42,6.94,357.30
1678951977727,3,-27.432,-26.527,1.430,356.16,9.89,356.75
1678951977824,3,-27.665,-26.268,1.019,354.16,12.44,356.50
1678951977935,3,-27.706,-25.979,0.591,354.70,14.39,357.11
1678951978031,3,-27.750,-25.683,0.306,355.17,15.16,358.30
1678951978128,3,-27.393,-25.166,0.390,354.96,15.23,358.57
1678951978226,3,-23.056,-25.411,0.394,6.81,14.45,354.12
1678951978336,3,-16.217,-26.935,-0.181,24.99,15.50,349.98
1678951978434,3,-11.013,-28.668,-1.270,38.99,18.03,349.76
1678951978531,3,-7.614,-30.231,-2.454,48.60,21.34,351.75
1678951978629,3,-6.189,-30.793,-2.865,50.16,22.98,352.94
1678951978726,3,-7.261,-29.461,-2.666,39.86,22.39,351.31
1678951978824,3,-10.723,-27.363,-2.292,21.43,21.67,348.64
1678951978935,3,-16.320,-25.438,-1.847,0.77,19.92,348.44
1678951979031,3,-20.168,-25.027,-1.732,350.43,19.80,350.18
1678951979129,3,-22.796,-25.034,-1.588,347.03,20.00,353.11
1678951979226,3,-24.320,-24.868,-1.401,347.82,20.35,355.42
1678951979323,3,-25.215,-24.555,-1.277,349.97,20.38,357.61
1678951979434,3,-25.546,-23.928,-1.459,351.91,21.03,358.77
1678951979531,3,-25.659,-23.479,-1.787,352.32,22.17,358.79
1678951979629,3,-25.754,-23.140,-1.910,352.34,22.54,359.01
1678951979726,3,-25.667,-22.935,-1.957,352.68,22.92,359.01
1678951979836,3,-25.158,-22.766,-2.500,354.46,25.73,357.69
1678951979934,3,-24.377,-22.949,-3.847,356.96,32.09,356.22
1678951980032,3,-22.201,-23.212,-5.322,9.02,39.01,359.92
1678951980129,3,-18.471,-23.771,-4.935,29.39,36.32,10.19
1678951980227,3,-15.563,-24.359,-2.344,40.83,23.56,16.13
1678951980323,3,-16.420,-24.369,1.943,33.97,6.10,10.28
1678951980434,3,-22.098,-24.514,5.193,10.23,352.12,6.99
1678951980533,3,-27.675,-25.465,5.427,349.75,349.25,9.82
1678951980631,3,-30.619,-26.665,4.947,339.81,351.47,12.37
1678951980728,3,-31.615,-27.243,4.098,339.27,358.18,12.07
1678951980825,3,-31.968,-27.566,3.399,341.59,1.82,12.25
1678951980936,3,-32.206,-27.915,2.166,344.07,8.87,13.02
1678951981032,3,-31.377,-28.068,1.245,349.28,12.97,13.45
1678951981129,3,-29.272,-28.027,0.401,359.37,17.53,13.03
1678951981226,3,-26.226,-27.992,0.019,11.48,19.18,11.48
1678951981323,3,-22.681,-28.327,-0.030,25.22,19.54,10.91
1678951981433,3,-19.395,-29.068,-0.180,38.55,19.54,11.89
1678951981530,3,-18.058,-29.018,-0.688,39.18,21.78,10.42
1678951981628,3,-18.407,-27.923,-1.118,31.59,22.91,6.14
1678951981725,3,-18.693,-27.312,-1.344,27.36,23.75,4.29
1678951981836,3,-17.105,-27.651,-1.777,35.56,24.52,6.73
1678951981933,3,-15.842,-28.113,-2.210,41.77,26.13,8.66
1678951982030,3,-16.855,-27.080,-2.221,33.50,26.61,4.79
1678951982127,3,-19.676,-25.887,-0.073,16.92,17.91,357.35
1678951982226,3,-21.208,-27.466,4.214,9.25,357.64,350.70
1678951982324,3,-21.027,-30.940,6.569,10.84,344.02,345.42
1678951982435,3,-20.354,-34.065,6.393,14.32,342.05,338.59
1678951982533,3,-19.930,-35.606,5.536,14.59,345.56,334.84
1678951982630,3,-20.097,-36.597,5.178,9.98,349.13,334.25
1678951982728,3,-20.252,-37.860,5.431,2.77,346.64,328.62
1678951982825,3,-19.338,-38.682,4.728,357.02,346.53,317.14
1678951982935,3,-15.690,-38.598,1.177,6.22,0.23,310.24
1678951983031,3,-11.182,-40.105,-2.377,26.95,16.01,312.51
1678951983141,3,-9.110,-41.562,-3.890,40.37,25.88,321.31
1678951983225,3,-9.445,-40.737,-3.897,36.81,24.91,321.55
1678951983336,3,-10.477,-38.977,-3.981,30.77,24.59,322.88
1678951983434,3,-12.230,-36.965,-3.694,22.05,23.87,326.07
1678951983531,3,-16.150,-34.366,-2.614,5.73,22.06,332.22
1678951983629,3,-21.027,-32.503,-1.903,349.15,21.19,339.43
1678951983739,3,-24.633,-31.398,-1.375,341.38,20.27,346.31
1678951983836,3,-26.052,-30.717,-0.799,341.61,18.87,350.93
1678951983933,3,-26.895,-30.044,-0.676,343.42,19.37,352.45
1678951984031,3,-27.318,-29.177,-0.700,346.39,19.93,353.49
1678951984127,3,-27.475,-28.512,-0.613,349.38,19.85,354.85
1678951984237,3,-27.526,-27.942,-0.505,351.71,19.65,356.76
1678951984335,3,-27.540,-27.537,-0.441,352.80,19.18,357.68
1678951984432,3,-26.916,-27.035,0.143,356.04,16.42,358.34
1678951984531,3,-25.067,-26.976,1.258,3.88,10.66,359.35
1678951984624,3,-23.174,-27.319,3.192,9.29,0.71,358.43
1678951984722,3,-22.332,-28.505,5.593,10.45,347.15,354.19
1678951984830,3,-22.125,-29.434,6.336,8.75,343.93,349.76
1678951984923,3,-22.179,-29.386,6.154,6.12,343.92,347.97
1678951985033,3,-22.256,-29.353,6.087,4.52,343.56,346.57
1678951985130,3,-22.138,-29.450,6.094,4.71,343.79,346.41
1678951985228,3,-22.073,-29.436,6.075,5.05,344.57,346.73
1678951985324,3,-22.196,-28.944,5.349,5.04,348.25,347.78
1678951985422,3,-22.241,-28.221,3.185,4.77,0.26,348.00
1678951985532,3,-22.222,-27.806,-0.893,4.70,20.77,347.91
1678951985629,3,-21.972,-27.394,-2.521,6.17,27.60,349.28
1678951985726,3,-21.634,-26.984,-3.063,7.67,30.49,350.68
1678951985823,3,-21.611,-26.541,-3.264,7.82,30.53,350.95
1678951985933,3,-21.809,-26.121,-3.298,6.79,30.12,350.60
1678951986044,3,-22.001,-25.972,-3.299,5.94,29.72,350.57
1678951986127,3,-22.243,-25.659,-3.217,4.48,29.29,350.59
1678951986225,3,-22.623,-23.696,-2.521,2.04,27.35,350.13
1678951986322,3,-22.685,-19.689,-2.056,359.77,23.40,350.01
1678951986437,3,-21.953,-12.463,-1.775,359.15,16.70,350.16
1678951986522,3,-20.329,-6.015,-1.559,0.03,12.98,350.03
1678951986629,3,-16.465,0.890,0.743,2.58,12.80,349.97
1678951986724,3,-12.105,3.809,5.517,6.97,13.99,349.09
1678951986828,3,-5.810,3.090,13.285,19.38,14.13,349.73
1678951986933,3,1.533,-1.453,21.187,37.70,13.88,352.80
1678951987027,3,4.651,-4.503,26.034,39.91,14.79,352.81
1678951987133,3,4.694,-5.112,29.248,28.62,13.81,352.58
1678951987226,3,3.522,-4.328,30.428,16.29,12.05,352.97
1678951987334,3,1.496,-2.305,30.660,3.12,12.35,354.79
1678951987432,3,-0.540,0.045,30.330,356.16,15.03,356.11
1678951987530,3,-3.533,2.802,29.272,350.03,19.72,358.20
1678951987630,3,-6.766,6.248,27.862,345.95,26.49,359.78
1678951987728,3,-8.999,9.330,26.220,344.38,34.20,1.30
1678951987831,3,-9.667,11.763,24.804,344.37,40.36,1.88
1678951987926,3,-9.677,13.154,24.156,341.47,43.17,1.58
1678951988025,3,-9.096,13.914,23.485,336.30,44.05,1.41
1678951988132,3,-7.927,13.580,22.557,327.47,44.48,0.92
1678951988229,3,-6.079,12.768,22.114,319.85,45.39,359.48
1678951988325,3,-2.971,12.745,22.407,321.92,44.42,1.09
1678951988433,3,0.447,12.764,22.977,324.83,42.40,1.70
1678951988532,3,1.006,11.585,23.589,316.73,39.97,358.70
1678951988630,3,0.420,9.743,24.597,305.79,36.08,355.29
1678951988728,3,0.922,9.171,25.699,305.36,32.22,355.45
1678951988825,3,3.520,10.943,27.079,322.93,26.55,1.19
1678951988933,3,8.584,12.571,28.852,348.39,19.07,4.57
1678951989029,3,11.464,12.291,29.250,358.24,18.83,4.14
1678951989140,3,12.141,11.947,29.254,357.80,18.86,2.20
1678951989224,3,11.646,11.710,29.559,352.55,17.78,0.54
1678951989335,3,11.150,11.681,29.714,347.65,16.91,359.17
1678951989432,3,11.262,11.854,29.877,346.99,15.48,358.80
1678951989529,3,11.950,12.370,31.658,349.64,7.63,359.30
1678951989628,3,12.491,11.940,35.409,351.89,350.36,0.55
1678951989727,3,12.908,10.106,37.882,352.56,338.06,0.59
1678951989824,3,12.963,9.177,38.089,352.14,336.86,0.74
1678951989935,3,13.005,9.085,37.662,351.93,339.44,0.85
1678951990033,3,13.153,9.063,37.493,352.03,341.07,0.68
1678951990130,3,13.383,8.832,37.392,352.48,342.21,0.30
1678951990227,3,13.762,8.591,37.010,353.73,344.44,359.29
1678951990323,3,14.559,8.401,35.482,356.82,352.06,357.08
1678951990433,3,15.679,8.250,32.414,1.52,7.71,354.24
1678951990530,3,16.512,8.372,29.274,4.43,21.96,352.44
1678951990627,3,17.252,8.374,27.981,6.17,27.05,352.15
1678951990725,3,17.574,8.179,27.860,6.26,27.53,352.38
1678951990848,3,17.753,7.899,27.984,6.14,26.57,353.12
1678951990945,3,18.746,7.625,28.334,10.52,24.40,354.86
1678951991029,3,20.516,7.029,28.690,19.20,22.62,357.30
1678951991128,3,21.312,7.022,29.654,21.14,18.60,357.77
1678951991224,3,21.069,7.296,32.284,18.65,6.09,356.55
1678951991327,3,20.139,6.903,34.840,14.87,353.82,355.32
1678951991426,3,19.460,6.609,35.459,11.86,349.89,354.51
1678951991523,3,19.324,6.511,35.492,11.56,349.96,354.10
1678951991621,3,19.481,6.435,35.027,12.56,352.49,354.02
1678951991720,3,20.657,6.093,34.651,18.45,354.81,352.68
1678951991833,3,24.078,3.855,34.692,36.49,356.42,349.36
1678951991932,3,26.206,1.125,34.390,49.65,358.13,345.73
1678951992030,3,26.390,0.561,33.879,48.33,359.89,345.14
1678951992127,3,25.337,1.488,33.280,40.94,2.05,347.49
1678951992225,3,23.694,3.005,32.790,30.51,4.51,350.54
1678951992322,3,21.093,4.735,32.425,17.00,6.97,354.21
1678951992433,3,17.114,5.963,32.048,359.99,8.96,358.11
1678951992531,3,13.965,6.605,31.383,349.00,11.36,1.02
1678951992628,3,11.608,7.147,30.726,343.10,14.05,3.72
1678951992726,3,9.797,7.509,30.430,339.89,15.66,6.00
1678951992836,3,8.201,7.856,30.488,339.40,15.25,7.54
1678951992933,3,7.131,8.069,30.645,340.24,14.69,7.80
1678951993030,3,6.202,8.211,30.827,341.97,14.01,7.63
1678951993128,3,5.489,8.377,31.234,344.95,12.41,7.66
1678951993225,3,4.826,8.499,31.640,348.20,11.07,7.50
1678951993322,3,3.971,8.611,31.686,350.80,11.32,7.10
1678951993433,3,2.737,8.801,31.618,353.60,11.93,6.40
1678951993530,3,1.479,8.985,31.810,355.23,11.43,5.76
1678951993628,3,0.159,9.195,31.816,356.55,11.59,5.24
1678951993725,3,-1.116,9.507,31.085,358.00,14.80,4.90
1678951993835,3,-2.214,9.895,29.395,0.43,23.28,5.03
1678951993932,3,-2.715,10.395,29.054,3.20,24.75,4.31
1678951994043,3,-3.195,11.091,30.201,4.96,20.43,3.70
1678951994127,3,-3.521,10.962,33.469,3.94,5.16,2.90
1678951994225,3,-3.482,8.391,37.310,1.37,345.53,2.15
1678951994323,3,-2.568,5.466,38.251,359.98,338.10,0.53
1678951994434,3,-0.905,3.385,38.217,0.04,336.82,359.35
1678951994532,3,0.775,2.191,38.077,0.24,337.26,358.82
1678951994629,3,2.395,1.377,37.795,359.86,338.72,358.24
1678951994728,3,4.038,0.928,36.832,359.13,344.21,357.52
1678951994824,3,5.726,0.730,35.065,358.74,354.32,356.79
1678951994934,3,7.801,0.943,32.833,359.00,6.62,356.29
1678951995031,3,9.408,1.101,31.341,358.69,15.21,356.13
1678951995127,3,10.847,1.444,30.693,358.49,18.36,356.58
1678951995237,3,12.291,1.843,30.489,358.82,19.18,357.04
1678951995335,3,13.939,2.392,30.214,1.99,19.54,357.22
1678951995445,3,16.635,2.931,29.460,11.03,22.02,358.83
1678951995529,3,18.725,3.239,29.317,17.89,22.47,0.11
1678951995628,3,20.265,3.533,29.748,20.79,20.76,0.09
1678951995723,3,20.760,3.877,30.182,19.48,18.67,359.16
1678951995833,3,20.679,4.236,29.687,16.52,20.96,357.24
1678951995933,3,20.478,4.204,27.750,14.18,29.19,355.36
1678951996032,3,20.700,3.917,26.790,14.31,32.42,352.54
1678951996130,3,20.985,3.237,27.013,16.03,30.76,350.64
1678951996227,3,20.582,2.449,26.180,17.75,31.75,350.63
1678951996328,3,20.239,1.703,24.866,21.68,33.41,351.37
1678951996423,3,20.330,0.775,23.747,29.99,34.35,354.12
1678951996530,3,17.896,0.568,23.306,28.61,34.18,355.22
1678951996629,3,12.841,1.645,24.546,20.26,30.35,357.06
1678951996729,3,6.503,3.050,25.639,10.49,27.87,0.44
1678951996828,3,-0.660,4.113,26.365,356.93,27.37,3.97
1678951996924,3,-8.822,4.295,25.990,339.09,29.75,8.82
1678951997030,3,-14.975,3.632,25.106,328.11,32.42,13.65
1678951997126,3,-17.027,3.408,25.420,329.83,31.05,17.48
1678951997232,3,-17.211,2.852,25.908,333.07,29.79,19.40
1678951997328,3,-15.618,1.943,26.359,336.13,28.64,20.78
1678951997426,3,-11.337,1.710,27.532,345.92,23.74,21.92
1678951997534,3,-3.278,1.398,29.614,4.84,15.56,19.87
1678951997634,3,4.064,0.012,30.574,19.12,13.39,17.44
1678951997732,3,8.021,-0.962,30.202,19.64,15.50,14.59
1678951997831,3,9.471,-1.180,29.635,11.82,17.55,11.05
1678951997929,3,7.654,-1.713,29.479,352.87,18.30,5.10
1678951998027,3,3.272,-3.726,29.315,323.19,17.41,358.37
1678951998128,3,0.189,-6.770,28.999,299.55,16.72,353.18
1678951998223,3,0.163,-6.967,28.775,299.33,18.55,354.56
1678951998329,3,2.521,-4.330,28.779,319.07,18.84,359.47
1678951998426,3,7.804,-1.766,29.392,352.07,15.84,5.36
1678951998528,3,15.145,-2.840,30.507,31.79,10.30,12.47
1678951998624,3,18.130,-5.045,31.101,52.80,8.65,16.10
1678951998730,3,15.848,-3.162,30.483,37.86,13.27,10.68
1678951998823,3,11.030,-0.677,29.867,10.45,15.84,2.24
1678951998931,3,5.896,-0.256,29.963,343.70,14.65,354.43
1678951999025,3,4.827,-0.211,30.165,339.24,13.52,354.71
1678951999127,3,6.031,0.713,29.930,349.96,14.99,359.15
1678951999225,3,8.816,1.345,30.224,8.73,13.86,6.60
1678951999335,3,10.722,1.227,32.204,21.35,4.92,11.64
1678951999433,3,9.102,1.496,33.987,13.66,356.52,8.54
1678951999531,3,7.157,1.518,34.622,4.06,352.56,6.79
1678951999629,3,5.936,1.476,34.144,356.86,354.76,5.92
1678951999726,3,5.102,1.250,32.661,349.88,2.43,3.28
1678951999836,3,4.516,1.075,30.823,344.86,12.22,0.93
1678951999932,3,5.077,1.131,29.821,346.59,17.66,359.92
1678952000030,3,6.652,1.306,29.399,353.34,19.68,359.32
1678952000126,3,9.300,1.257,29.442,5.95,19.24,1.97
1678952000237,3,13.721,0.368,29.565,27.72,17.81,7.59
1678952000334,3,17.383,-0.896,29.410,43.18,18.16,12.35
1678952000431,3,16.609,0.554,28.462,29.79,21.58,7.19
1678952000529,3,13.292,2.523,28.041,5.81,21.14,357.56
1678952000626,3,10.563,2.818,28.453,347.78,18.17,350.56
1678952000723,3,10.466,2.744,28.764,347.64,16.68,351.00
1678952000834,3,12.090,2.709,28.926,355.85,16.80,354.46
1678952000931,3,12.787,2.493,29.367,1.18,15.72,356.00
1678952001028,3,13.057,2.127,29.888,4.64,14.33,356.63
1678952001127,3,13.475,1.689,30.260,8.07,13.30,356.55
1678952001238,3,16.682,0.109,31.157,29.39,9.38,5.27
1678952001335,3,18.139,-1.401,32.193,38.55,6.59,7.45
1678952001432,3,16.390,-1.069,32.137,28.76,7.06,4.97
1678952001529,3,14.682,-0.853,31.976,21.59,6.95,4.37
1678952001627,3,13.233,-0.847,31.897,15.08,6.66,3.34
1678952001725,3,10.692,-0.938,32.052,3.32,5.69,1.93
1678952001823,3,7.515,-1.506,32.390,349.02,3.56,1.05
1678952001933,3,5.374,-2.311,32.635,340.48,2.40,3.47
1678952002031,3,4.757,-2.468,32.523,339.41,3.18,4.65
1678952002128,3,5.081,-2.068,32.336,343.40,4.08,4.94
1678952002225,3,5.765,-1.682,32.278,349.15,4.82,4.89
1678952002335,3,6.926,-1.270,31.912,357.32,6.75,3.56
1678952002432,3,8.434,-0.956,31.391,6.29,9.37,2.06
1678952002529,3,9.918,-0.737,31.181,13.22,11.21,0.57
1678952002626,3,11.032,-0.604,31.178,17.39,12.25,359.08
1678952002723,3,11.664,-0.475,31.329,18.75,11.45,358.03
1678952002834,3,12.835,-0.546,33.067,23.92,3.20,358.60
1678952002932,3,13.560,-1.111,34.376,26.96,356.26,358.08
1678952003029,3,13.137,-1.011,34.735,24.47,354.08,357.11
1678952003127,3,11.324,-1.128,36.613,17.16,343.97,358.60
1678952003225,3,7.657,-2.980,39.053,3.36,332.46,4.87
1678952003324,3,3.715,-5.339,39.871,347.94,325.60,14.99
1678952003422,3,0.595,-6.355,39.109,337.39,327.88,21.32
1678952003532,3,-3.938,-6.149,35.915,324.37,345.57,26.60
1678952003628,3,-7.133,-6.246,31.792,318.30,4.68,28.39
1678952003726,3,-6.886,-7.328,30.400,323.07,10.02,28.78
1678952003823,3,-3.292,-10.297,31.957,336.42,358.31,28.18
1678952003933,3,2.942,-14.863,31.930,352.72,347.67,17.03
1678952004031,3,8.277,-18.712,29.890,5.80,345.12,7.27
1678952004129,3,14.305,-22.095,28.504,26.07,341.57,352.66
1678952004225,3,17.192,-22.149,27.585,27.59,345.30,347.63
1678952004323,3,16.831,-19.706,28.195,16.31,347.96,354.77
1678952004433,4,14.748,-16.152,29.952,359.26,351.08,3.44
1678952004531,4,12.485,-12.797,31.325,346.78,354.86,7.83
1678952004628,4,10.278,-9.209,32.368,339.26,358.00,10.29
1678952004726,4,8.291,-5.151,32.949,336.93,0.81,10.67
1678952004836,4,6.183,0.046,32.690,338.14,4.30,8.32
1678952004933,4,4.070,5.158,31.174,341.09,10.07,5.14
1678952005030,4,1.695,10.850,28.547,345.20,16.35,2.32
1678952005126,4,-0.330,15.867,25.754,349.96,21.54,0.75
1678952005236,4,-2.790,20.934,23.112,354.06,23.66,359.28
1678952005334,4,-4.388,23.701,21.701,355.49,25.02,358.57
1678952005431,4,-4.863,25.134,21.287,356.01,24.72,358.21
1678952005528,4,-3.648,25.747,21.912,358.36,23.84,358.77
1678952005625,4,-0.610,25.297,23.131,4.17,21.01,-0.01
1678952005723,4,3.541,23.895,24.822,7.02,16.97,359.53
1678952005833,4,7.906,22.194,27.877,6.06,9.24,357.59
1678952005925,4,10.804,18.093,33.255,5.67,352.84,355.47
1678952006021,4,12.861,11.991,36.553,7.05,344.76,352.49
1678952006125,4,13.820,6.449,36.808,7.07,344.14,351.33
1678952006228,4,14.090,2.694,35.992,7.77,342.99,349.78
1678952006330,4,14.308,0.208,35.110,11.35,344.04,348.09
1678952006421,4,14.640,-1.134,34.445,16.88,345.98,346.25
1678952006530,4,14.089,-1.180,33.783,18.13,350.41,347.14
1678952006628,4,12.560,-0.032,33.494,13.74,353.82,350.23
1678952006725,4,10.675,1.478,33.253,7.40,357.40,353.91
1678952006822,4,8.105,3.222,32.667,359.28,1.80,358.53
1678952006932,4,4.746,4.938,31.169,349.83,9.65,3.38
1678952007029,4,1.938,6.050,29.799,343.32,15.98,6.15
1678952007127,4,-0.676,6.771,28.986,338.84,19.05,9.42
1678952007224,4,-2.922,7.488,28.026,336.21,22.13,12.72
1678952007335,4,-4.499,8.886,25.112,337.99,30.60,15.53
1678952007431,4,-4.187,11.008,20.504,345.26,39.11,14.58
1678952007529,4,-2.788,11.463,15.268,353.32,43.16,11.15
1678952007627,4,-2.179,9.536,14.407,357.60,38.97,8.68
1678952007724,4,-2.788,6.435,15.294,358.05,34.60,8.12
1678952007834,4,-4.531,3.437,18.106,354.24,30.95,8.64
1678952007931,4,-5.794,1.923,23.744,352.27,21.38,9.67
1678952008029,4,-6.129,2.157,29.588,352.60,6.72,10.17
1678952008127,4,-5.409,3.425,33.222,355.58,354.62,8.09
1678952008225,4,-4.045,4.984,34.753,359.20,349.89,5.26
1678952008322,4,-2.518,6.543,34.913,1.25,350.06,3.10
1678952008433,4,-0.678,7.820,34.470,2.38,353.48,0.70
1678952008530,4,1.172,8.390,34.507,3.52,354.55,357.61
1678952008627,4,3.244,8.763,34.520,5.83,355.64,355.09
1678952008725,4,5.377,8.962,34.407,8.46,356.69,353.64
1678952008835,4,7.549,8.873,34.112,10.42,358.31,352.07
1678952008933,4,8.849,8.818,33.588,9.47,0.76,350.84
1678952009030,4,9.702,8.787,33.111,7.63,2.30,350.25
1678952009128,4,10.613,8.628,32.878,6.66,3.09,349.51
1678952009225,4,11.836,8.431,32.640,6.98,3.57,347.82
1678952009335,4,12.915,8.181,33.206,7.53,359.98,347.02
1678952009433,4,13.263,7.481,35.361,6.79,349.04,348.72
1678952009530,4,12.543,6.511,36.626,2.77,342.73,352.47
1678952009629,4,11.345,6.120,36.556,357.87,342.62,356.21
1678952009726,4,10.044,6.009,36.176,354.03,344.73,359.64
1678952009823,4,8.335,6.097,35.522,349.97,348.58,4.01
1678952009933,4,7.415,7.375,32.825,350.08,2.15,3.28
1678952010030,4,8.898,9.175,27.291,355.22,22.17,354.67
1678952010138,4,12.345,8.716,22.320,6.11,33.03,344.28
1678952010223,4,14.490,6.277,22.219,15.52,32.65,338.91
1678952010334,4,12.886,4.922,25.587,12.00,21.51,341.97
1678952010443,4,8.889,4.732,28.430,359.93,11.82,350.94
1678952010526,4,5.972,4.717,29.572,351.34,8.19,357.87
1678952010629,4,3.798,4.985,29.993,346.14,7.99,4.97
1678952010731,4,3.237,5.577,30.350,346.41,7.73,7.13
1678952010826,4,3.749,6.303,30.794,350.01,7.04,6.83
1678952010932,4,6.085,6.730,31.400,0.87,5.14,3.62
1678952011023,4,8.314,6.542,31.845,10.66,3.40,2.11
1678952011126,4,10.125,5.938,32.047,17.68,2.45,359.99
1678952011229,4,10.617,5.786,31.859,16.95,3.49,358.97
1678952011329,4,9.430,5.897,31.943,10.88,2.69,0.75
1678952011432,4,6.777,5.145,32.869,0.06,358.71,5.46
1678952011530,4,5.658,2.279,34.047,355.28,354.35,6.05
1678952011628,4,6.204,-1.560,35.055,358.45,345.40,2.93
1678952011725,4,6.751,-6.116,34.057,3.47,340.98,358.73
1678952011822,4,6.506,-11.470,30.996,4.44,339.67,356.35
1678952011933,4,6.396,-17.418,26.478,5.28,335.37,355.17
1678952012031,4,6.599,-20.694,23.247,7.66,332.14,353.34
1678952012128,4,6.666,-21.716,22.480,6.80,330.94,353.13
1678952012225,4,6.586,-20.212,24.183,4.72,333.97,354.77
1678952012322,4,6.749,-16.080,27.204,3.34,340.80,356.11
1678952012432,4,7.087,-8.516,30.837,1.43,351.83,357.15
1678952012529,4,7.612,-1.357,32.480,0.11,359.63,357.35
1678952012628,4,7.815,4.447,32.097,358.17,7.26,356.60
1678952012724,4,7.730,8.783,31.174,356.14,12.68,356.23
1678952012834,4,7.104,11.901,30.338,353.58,15.41,356.26
1678952012931,4,6.289,13.326,29.729,351.37,17.31,356.97
1678952013028,4,5.823,13.891,29.716,350.59,16.78,357.83
1678952013126,4,5.299,14.162,30.011,349.93,15.57,359.26
1678952013223,4,3.031,13.623,31.582,344.80,9.22,6.02
1678952013334,4,-1.867,11.417,32.246,331.71,5.33,18.80
1678952013433,4,-4.924,10.234,30.802,326.96,10.52,24.38
1678952013530,4,-6.206,10.672,29.681,329.70,13.17,24.38
1678952013628,4,-6.742,12.303,28.879,334.83,13.71,23.48
1678952013723,4,-6.936,15.359,27.524,339.35,14.53,22.40
1678952013834,4,-6.253,20.317,24.475,345.20,19.56,20.33
1678952013930,4,-4.697,23.675,21.819,349.95,24.14,19.19
1678952014028,4,-2.884,25.066,20.799,352.75,25.25,18.24
1678952014126,4,-1.392,24.853,21.411,353.55,23.98,17.07
1678952014223,4,-0.073,23.791,22.772,353.91,21.64,15.87
1678952014334,4,2.448,22.205,25.030,357.91,18.52,12.50
1678952014431,4,5.407,19.602,28.057,4.65,14.25,6.85
1678952014528,4,7.571,15.729,30.537,8.94,10.35,1.69
1678952014627,4,9.086,12.237,31.795,11.15,7.58,359.34
1678952014724,4,10.118,9.975,32.215,12.41,6.12,357.71
1678952014835,4,10.556,8.538,31.491,11.29,9.28,357.59
1678952014931,4,10.475,8.434,30.329,8.87,13.99,358.28
1678952015029,4,10.406,8.704,29.852,7.23,15.47,358.61
1678952015126,4,10.664,9.016,30.176,7.39,13.88,358.11
1678952015223,4,13.582,8.800,30.561,15.51,12.50,351.76
1678952015335,4,18.874,6.212,30.117,34.54,12.89,344.49
1678952015431,4,20.014,5.276,29.055,33.27,16.18,343.71
1678952015528,4,19.808,5.398,28.074,26.60,17.35,342.74
1678952015626,4,20.535,4.985,27.645,26.89,18.60,343.39
1678952015736,4,21.860,4.269,27.607,30.63,18.94,343.75
1678952015833,4,22.064,4.189,27.674,30.40,18.84,343.96
1678952015930,4,21.352,4.629,28.000,27.23,18.16,344.54
1678952016028,4,19.568,5.412,28.782,20.03,15.70,345.97
1678952016126,4,16.188,6.291,29.923,6.25,11.40,348.59
1678952016224,4,12.760,6.738,30.414,355.70,10.29,354.50
1678952016335,4,9.641,7.008,30.228,348.02,11.89,359.85
1678952016431,4,7.408,7.026,30.104,343.89,13.08,3.86
1678952016529,4,5.772,7.057,29.685,343.48,15.19,8.69
