timestamp,headX,headY,headZ,handPosX,handPosY,handPosZ,handRotX,handRotY,handRotZ
1676789948287,-0.106,0.572,-0.492,0.436,0.371,-0.237,11.718,7.103,359.127
1676789948300,-0.107,0.572,-0.492,0.432,0.372,-0.236,10.798,5.858,359.682
1676789948315,-0.109,0.572,-0.492,0.429,0.373,-0.235,10.244,5.074,359.693
1676789948329,-0.110,0.573,-0.492,0.424,0.373,-0.234,9.884,3.872,359.052
1676789948342,-0.111,0.573,-0.491,0.418,0.373,-0.232,10.308,3.042,359.167
1676789948356,-0.113,0.573,-0.491,0.413,0.374,-0.230,10.939,2.536,359.235
1676789948371,-0.114,0.573,-0.491,0.407,0.374,-0.228,11.329,3.067,359.297
1676789948385,-0.116,0.574,-0.490,0.400,0.375,-0.226,11.468,2.730,359.198
1676789948398,-0.117,0.574,-0.490,0.391,0.375,-0.223,11.407,2.647,358.557
1676789948413,-0.119,0.574,-0.490,0.382,0.376,-0.221,11.769,1.544,357.740
1676789948426,-0.121,0.574,-0.490,0.372,0.376,-0.219,12.081,1.392,357.560
1676789948440,-0.122,0.574,-0.489,0.359,0.376,-0.218,12.424,2.472,357.917
1676789948454,-0.124,0.575,-0.489,0.345,0.376,-0.217,12.335,1.601,357.250
1676789948467,-0.126,0.575,-0.489,0.329,0.376,-0.215,11.673,357.624,355.369
1676789948481,-0.127,0.575,-0.489,0.312,0.376,-0.214,11.160,355.582,355.707
1676789948495,-0.129,0.575,-0.488,0.293,0.376,-0.214,11.438,354.213,356.137
1676789948509,-0.131,0.575,-0.488,0.276,0.376,-0.213,11.855,352.762,356.026
1676789948524,-0.132,0.574,-0.488,0.257,0.375,-0.213,12.800,350.616,355.525
1676789948537,-0.134,0.574,-0.488,0.238,0.374,-0.213,13.634,348.319,355.600
1676789948550,-0.136,0.574,-0.488,0.219,0.373,-0.212,13.802,346.742,356.280
1676789948565,-0.137,0.574,-0.488,0.199,0.372,-0.212,13.410,346.495,357.637
1676789948579,-0.139,0.574,-0.487,0.179,0.372,-0.212,12.021,346.686,359.327
1676789948593,-0.140,0.573,-0.487,0.161,0.372,-0.211,10.035,347.538,1.621
1676789948607,-0.141,0.573,-0.487,0.143,0.372,-0.211,8.662,348.035,3.777
1676789948620,-0.143,0.573,-0.487,0.125,0.371,-0.211,6.466,349.457,7.327
1676789948635,-0.144,0.573,-0.487,0.107,0.371,-0.212,4.880,349.493,9.325
1676789948648,-0.145,0.573,-0.487,0.089,0.371,-0.213,3.543,348.462,9.195
1676789948663,-0.146,0.572,-0.487,0.072,0.372,-0.213,1.887,347.401,6.370
1676789948676,-0.147,0.572,-0.487,0.055,0.371,-0.215,0.392,346.171,1.199
1676789948690,-0.147,0.572,-0.488,0.039,0.369,-0.216,359.882,344.770,356.179
1676789948704,-0.148,0.572,-0.488,0.023,0.367,-0.218,359.730,343.693,353.422
1676789948717,-0.149,0.571,-0.488,0.008,0.364,-0.218,1.651,342.605,352.518
1676789948731,-0.150,0.571,-0.488,-0.005,0.359,-0.219,3.617,341.673,352.926
1676789948745,-0.152,0.571,-0.488,-0.019,0.355,-0.218,5.357,341.018,352.865
1676789948759,-0.153,0.570,-0.488,-0.032,0.350,-0.218,7.077,341.026,352.860
1676789948774,-0.154,0.570,-0.489,-0.045,0.345,-0.216,8.693,342.064,353.731
1676789948787,-0.156,0.569,-0.489,-0.058,0.341,-0.215,10.097,343.338,355.187
1676789948801,-0.157,0.569,-0.489,-0.072,0.337,-0.214,11.396,344.333,356.423
1676789948815,-0.159,0.569,-0.489,-0.084,0.332,-0.211,13.956,345.646,358.014
1676789948829,-0.161,0.569,-0.489,-0.095,0.327,-0.209,17.730,348.078,1.752
1676789948843,-0.162,0.569,-0.489,-0.105,0.323,-0.207,21.169,353.310,8.653
1676789948857,-0.164,0.568,-0.488,-0.116,0.320,-0.207,23.298,357.710,13.444
1676789948871,-0.165,0.568,-0.488,-0.127,0.318,-0.206,24.972,0.207,16.246
1676789948884,-0.167,0.568,-0.488,-0.136,0.317,-0.206,25.888,0.910,18.370
1676789948898,-0.168,0.568,-0.488,-0.146,0.317,-0.207,26.240,357.585,15.695
1676789948912,-0.169,0.568,-0.487,-0.156,0.317,-0.208,25.581,351.058,8.838
1676789948926,-0.170,0.568,-0.487,-0.164,0.318,-0.209,23.868,344.549,359.909
1676789948939,-0.172,0.568,-0.487,-0.173,0.319,-0.208,23.380,342.714,355.278
1676789948953,-0.172,0.567,-0.487,-0.180,0.319,-0.207,23.638,342.988,354.154
1676789948967,-0.174,0.567,-0.486,-0.184,0.319,-0.206,23.811,350.592,359.965
1676789948980,-0.175,0.567,-0.486,-0.191,0.318,-0.206,23.505,352.767,0.791
1676789948995,-0.175,0.567,-0.485,-0.196,0.319,-0.205,22.587,354.001,0.058
1676789949008,-0.176,0.567,-0.485,-0.202,0.319,-0.204,21.973,353.271,358.265
1676789949023,-0.177,0.566,-0.485,-0.207,0.320,-0.204,21.759,352.233,357.454
1676789949037,-0.178,0.566,-0.484,-0.212,0.321,-0.203,21.773,351.594,358.436
1676789949050,-0.179,0.566,-0.484,-0.217,0.321,-0.203,21.519,351.543,359.072
1676789949064,-0.179,0.566,-0.483,-0.221,0.321,-0.203,20.911,351.684,359.357
1676789949078,-0.180,0.566,-0.483,-0.224,0.321,-0.202,19.778,352.192,359.759
1676789949092,-0.181,0.565,-0.482,-0.226,0.322,-0.201,18.755,353.207,359.309
1676789949106,-0.182,0.565,-0.482,-0.228,0.322,-0.201,17.964,354.282,358.673
1676789949120,-0.182,0.565,-0.481,-0.230,0.323,-0.200,17.458,355.176,358.521
1676789949134,-0.183,0.565,-0.481,-0.230,0.324,-0.199,17.292,355.245,358.779
1676789949147,-0.184,0.564,-0.480,-0.231,0.324,-0.198,17.222,355.423,359.018
1676789949161,-0.184,0.564,-0.480,-0.232,0.324,-0.197,16.944,355.885,359.050
1676789949176,-0.185,0.564,-0.479,-0.232,0.325,-0.197,16.948,356.035,358.798
1676789949189,-0.186,0.564,-0.479,-0.232,0.325,-0.196,17.184,355.770,358.087
1676789949203,-0.186,0.563,-0.479,-0.232,0.326,-0.196,17.474,355.680,357.073
1676789949217,-0.187,0.563,-0.478,-0.231,0.327,-0.195,17.547,356.098,356.170
1676789949231,-0.187,0.563,-0.478,-0.230,0.328,-0.195,17.446,356.727,355.464
1676789949245,-0.188,0.563,-0.477,-0.228,0.329,-0.194,16.918,358.166,354.984
1676789949259,-0.188,0.563,-0.477,-0.226,0.330,-0.194,16.295,359.316,355.103
1676789949273,-0.189,0.562,-0.477,-0.224,0.331,-0.194,15.790,0.300,355.200
1676789949286,-0.189,0.562,-0.476,-0.221,0.333,-0.195,15.253,0.898,354.683
1676789949300,-0.189,0.562,-0.476,-0.218,0.334,-0.196,14.808,1.643,354.138
1676789949314,-0.190,0.562,-0.476,-0.216,0.335,-0.197,14.539,1.934,353.551
1676789949328,-0.190,0.561,-0.476,-0.215,0.337,-0.198,14.389,1.572,353.472
1676789949342,-0.190,0.561,-0.475,-0.213,0.338,-0.199,14.225,1.328,353.591
1676789949356,-0.190,0.561,-0.475,-0.212,0.338,-0.201,14.076,0.998,354.264
1676789949370,-0.190,0.561,-0.475,-0.210,0.339,-0.202,13.780,1.114,354.803
1676789949384,-0.190,0.560,-0.475,-0.209,0.339,-0.203,13.727,0.844,354.848
1676789949398,-0.190,0.560,-0.474,-0.208,0.339,-0.204,13.900,0.503,354.757
1676789949412,-0.190,0.560,-0.474,-0.206,0.339,-0.204,13.967,0.286,354.773
1676789949426,-0.190,0.559,-0.474,-0.205,0.339,-0.204,14.061,0.336,354.865
1676789949440,-0.190,0.559,-0.474,-0.203,0.339,-0.204,14.215,0.332,355.108
1676789949453,-0.190,0.559,-0.474,-0.202,0.338,-0.205,14.411,0.338,355.295
1676789949467,-0.189,0.558,-0.474,-0.200,0.338,-0.204,14.711,0.430,355.237
1676789949481,-0.189,0.558,-0.475,-0.199,0.339,-0.204,14.776,0.387,355.108
1676789949495,-0.188,0.558,-0.475,-0.198,0.339,-0.204,14.775,0.266,355.011
1676789949509,-0.187,0.557,-0.475,-0.197,0.339,-0.204,14.784,0.241,355.084
1676789949523,-0.187,0.557,-0.475,-0.196,0.339,-0.203,14.753,0.378,355.370
1676789949537,-0.186,0.557,-0.475,-0.195,0.338,-0.203,14.690,0.458,355.572
1676789949550,-0.185,0.557,-0.476,-0.194,0.338,-0.203,14.610,0.552,355.665
1676789949564,-0.185,0.557,-0.476,-0.193,0.338,-0.202,14.644,0.645,355.666
1676789949578,-0.184,0.557,-0.476,-0.192,0.338,-0.202,14.644,0.704,355.651
1676789949593,-0.183,0.557,-0.476,-0.191,0.337,-0.201,14.685,0.805,355.616
1676789949606,-0.182,0.557,-0.477,-0.190,0.337,-0.200,14.728,0.896,355.535
1676789949620,-0.182,0.557,-0.477,-0.189,0.336,-0.200,14.772,0.960,355.454
1676789949634,-0.181,0.558,-0.477,-0.189,0.336,-0.200,14.847,0.963,355.385
1676789949648,-0.181,0.558,-0.477,-0.189,0.336,-0.199,14.901,0.973,355.345
1676789949662,-0.180,0.558,-0.477,-0.188,0.335,-0.199,14.945,1.024,355.371
1676789949675,-0.179,0.558,-0.478,-0.188,0.335,-0.199,14.993,1.024,355.291
1676789949689,-0.179,0.559,-0.478,-0.188,0.334,-0.198,15.061,0.941,355.138
1676789949704,-0.178,0.559,-0.478,-0.188,0.334,-0.198,15.106,0.782,355.081
1676789949717,-0.178,0.559,-0.478,-0.189,0.334,-0.199,15.184,0.677,355.120
1676789949731,-0.177,0.559,-0.478,-0.189,0.333,-0.198,15.274,0.615,355.186
1676789949745,-0.177,0.559,-0.478,-0.189,0.333,-0.198,15.399,0.534,355.231
1676789949759,-0.177,0.560,-0.478,-0.189,0.332,-0.198,15.514,0.483,355.240
1676789949774,-0.176,0.560,-0.478,-0.189,0.332,-0.198,15.748,0.423,355.136
1676789949786,-0.176,0.560,-0.478,-0.190,0.331,-0.198,15.886,0.335,355.218
1676789949800,-0.175,0.560,-0.478,-0.190,0.331,-0.199,16.032,0.233,355.193
1676789949815,-0.175,0.560,-0.478,-0.190,0.330,-0.199,16.140,0.153,355.213
1676789949828,-0.175,0.561,-0.478,-0.190,0.330,-0.198,16.218,0.132,355.201
1676789949843,-0.174,0.561,-0.478,-0.189,0.330,-0.198,16.393,0.145,355.207
1676789949857,-0.174,0.561,-0.478,-0.189,0.329,-0.198,16.409,0.109,355.172
1676789949870,-0.174,0.561,-0.478,-0.189,0.329,-0.198,16.478,359.944,355.132
1676789949884,-0.174,0.561,-0.478,-0.189,0.329,-0.198,16.529,359.716,355.107
1676789949898,-0.173,0.561,-0.478,-0.189,0.329,-0.197,16.521,359.328,354.900
1676789949912,-0.173,0.561,-0.478,-0.188,0.329,-0.197,16.587,358.926,354.513
1676789949926,-0.173,0.561,-0.478,-0.188,0.328,-0.196,16.819,358.355,353.598
1676789949939,-0.173,0.561,-0.478,-0.186,0.328,-0.196,16.960,358.069,352.724
1676789949953,-0.173,0.561,-0.478,-0.185,0.327,-0.195,17.117,358.031,352.484
1676789949967,-0.172,0.562,-0.478,-0.184,0.327,-0.195,17.015,358.285,352.596
1676789949981,-0.172,0.562,-0.478,-0.182,0.326,-0.194,17.004,358.332,352.499
1676789949995,-0.172,0.562,-0.478,-0.180,0.325,-0.193,16.937,358.387,352.553
1676789950009,-0.172,0.562,-0.478,-0.179,0.325,-0.192,16.938,358.393,352.467
1676789950024,-0.172,0.562,-0.478,-0.178,0.324,-0.192,16.990,358.322,352.341
1676789950037,-0.172,0.562,-0.478,-0.176,0.323,-0.191,17.063,358.125,352.261
1676789950051,-0.172,0.562,-0.478,-0.175,0.322,-0.191,17.115,357.929,352.181
1676789950064,-0.172,0.562,-0.478,-0.173,0.321,-0.191,17.191,357.743,352.149
1676789950078,-0.172,0.562,-0.478,-0.171,0.320,-0.191,17.166,357.499,352.382
1676789950092,-0.172,0.562,-0.478,-0.169,0.319,-0.191,17.130,357.265,352.738
1676789950107,-0.172,0.562,-0.478,-0.166,0.318,-0.191,17.063,357.089,353.143
1676789950120,-0.172,0.562,-0.479,-0.164,0.317,-0.191,16.980,356.895,353.493
1676789950134,-0.172,0.562,-0.479,-0.160,0.316,-0.191,16.891,356.755,353.650
1676789950147,-0.172,0.562,-0.479,-0.157,0.315,-0.190,16.816,356.580,353.796
1676789950161,-0.171,0.562,-0.479,-0.153,0.313,-0.190,16.656,356.423,354.031
1676789950175,-0.171,0.562,-0.479,-0.150,0.312,-0.190,16.588,356.298,354.258
1676789950189,-0.171,0.562,-0.479,-0.147,0.310,-0.189,16.539,356.198,354.543
1676789950203,-0.170,0.562,-0.479,-0.143,0.309,-0.188,16.525,356.252,355.014
1676789950216,-0.170,0.562,-0.479,-0.138,0.307,-0.187,16.782,356.484,355.471
1676789950230,-0.170,0.562,-0.479,-0.133,0.305,-0.187,16.954,357.004,355.796
1676789950245,-0.169,0.563,-0.480,-0.128,0.303,-0.186,17.268,357.760,356.138
1676789950258,-0.169,0.563,-0.479,-0.124,0.302,-0.185,17.532,358.381,356.372
1676789950272,-0.168,0.563,-0.480,-0.119,0.300,-0.184,17.942,358.904,356.259
1676789950286,-0.168,0.563,-0.480,-0.114,0.299,-0.183,18.182,358.887,356.041
1676789950300,-0.168,0.563,-0.480,-0.110,0.298,-0.182,18.366,358.701,355.765
1676789950315,-0.168,0.563,-0.480,-0.106,0.297,-0.182,18.779,358.503,355.588
1676789950329,-0.167,0.563,-0.480,-0.102,0.296,-0.181,19.399,358.390,355.568
1676789950342,-0.167,0.563,-0.480,-0.098,0.295,-0.181,19.931,358.577,355.669
1676789950356,-0.167,0.563,-0.480,-0.093,0.295,-0.180,20.276,359.145,355.801
1676789950371,-0.167,0.563,-0.480,-0.089,0.295,-0.180,20.309,359.863,355.725
1676789950384,-0.166,0.563,-0.480,-0.084,0.295,-0.179,20.278,0.540,355.607
1676789950397,-0.166,0.563,-0.480,-0.080,0.296,-0.179,19.751,1.273,355.228
1676789950412,-0.166,0.563,-0.480,-0.077,0.297,-0.179,19.363,1.435,355.040
1676789950425,-0.166,0.563,-0.480,-0.073,0.298,-0.178,19.280,1.329,355.043
1676789950440,-0.166,0.563,-0.480,-0.069,0.298,-0.178,19.298,1.177,355.119
1676789950453,-0.165,0.563,-0.480,-0.066,0.299,-0.177,19.288,1.112,355.118
1676789950467,-0.165,0.563,-0.480,-0.063,0.299,-0.177,19.176,1.117,354.995
1676789950481,-0.165,0.563,-0.481,-0.060,0.300,-0.177,19.072,0.944,354.939
1676789950494,-0.165,0.563,-0.481,-0.057,0.301,-0.177,18.840,0.609,354.830
1676789950509,-0.164,0.563,-0.481,-0.054,0.302,-0.177,18.379,0.245,354.899
1676789950523,-0.164,0.563,-0.481,-0.051,0.302,-0.177,17.573,359.857,355.361
1676789950537,-0.164,0.563,-0.481,-0.048,0.303,-0.177,16.493,359.504,356.381
1676789950550,-0.163,0.563,-0.481,-0.045,0.304,-0.177,15.748,359.360,357.562
1676789950564,-0.163,0.563,-0.482,-0.042,0.305,-0.177,15.298,359.340,358.303
1676789950578,-0.162,0.563,-0.482,-0.039,0.307,-0.177,14.965,359.774,358.743
1676789950592,-0.162,0.563,-0.482,-0.035,0.307,-0.177,14.755,0.270,358.908
1676789950606,-0.161,0.563,-0.482,-0.032,0.308,-0.176,14.697,0.673,358.788
1676789950620,-0.161,0.563,-0.482,-0.028,0.309,-0.176,14.853,0.784,358.656
1676789950634,-0.161,0.563,-0.482,-0.025,0.310,-0.175,14.942,0.809,358.532
1676789950647,-0.160,0.563,-0.482,-0.022,0.310,-0.174,14.900,0.910,358.633
1676789950662,-0.160,0.562,-0.483,-0.019,0.311,-0.174,15.016,0.859,358.595
1676789950675,-0.159,0.562,-0.483,-0.017,0.312,-0.174,15.095,0.809,358.511
1676789950689,-0.158,0.562,-0.483,-0.015,0.313,-0.173,15.278,0.696,358.216
1676789950703,-0.158,0.562,-0.483,-0.013,0.314,-0.173,15.268,0.667,357.938
1676789950717,-0.157,0.562,-0.483,-0.011,0.315,-0.173,15.187,0.738,357.773
1676789950731,-0.157,0.562,-0.484,-0.009,0.316,-0.173,15.042,0.855,357.568
1676789950745,-0.156,0.561,-0.484,-0.008,0.316,-0.173,14.820,1.108,357.336
1676789950759,-0.156,0.561,-0.484,-0.007,0.317,-0.173,14.656,1.295,357.076
1676789950773,-0.155,0.561,-0.484,-0.006,0.318,-0.173,14.492,1.482,356.744
1676789950786,-0.155,0.561,-0.484,-0.006,0.319,-0.174,14.313,1.465,356.230
1676789950800,-0.154,0.561,-0.484,-0.006,0.319,-0.174,14.025,1.302,355.778
1676789950814,-0.154,0.561,-0.484,-0.006,0.320,-0.175,13.753,1.118,355.398
1676789950828,-0.154,0.561,-0.484,-0.007,0.319,-0.175,13.675,1.110,355.477
1676789950842,-0.153,0.561,-0.484,-0.007,0.319,-0.175,13.536,1.149,355.472
1676789950857,-0.153,0.561,-0.484,-0.008,0.318,-0.176,13.513,1.186,355.665
1676789950870,-0.153,0.561,-0.484,-0.009,0.318,-0.176,13.554,1.159,355.716
1676789950883,-0.152,0.560,-0.484,-0.010,0.316,-0.177,13.599,1.013,355.784
1676789950897,-0.152,0.560,-0.484,-0.011,0.315,-0.177,13.933,0.787,355.873
1676789950912,-0.152,0.560,-0.484,-0.012,0.314,-0.177,14.253,0.699,355.863
1676789950926,-0.152,0.560,-0.484,-0.012,0.313,-0.177,14.585,0.712,355.773
1676789950939,-0.152,0.560,-0.484,-0.012,0.312,-0.176,14.789,0.740,355.746
1676789950953,-0.152,0.560,-0.484,-0.012,0.311,-0.176,15.002,0.777,355.740
1676789950967,-0.152,0.559,-0.484,-0.012,0.311,-0.176,15.203,0.925,355.796
1676789950980,-0.152,0.559,-0.484,-0.012,0.310,-0.176,15.318,1.039,355.888
1676789950995,-0.152,0.559,-0.483,-0.011,0.310,-0.175,15.420,1.116,355.995
1676789951008,-0.152,0.559,-0.483,-0.011,0.309,-0.175,15.519,1.248,356.108
1676789951022,-0.153,0.559,-0.483,-0.011,0.309,-0.175,15.632,1.375,356.254
1676789951037,-0.153,0.559,-0.483,-0.010,0.309,-0.174,15.755,1.574,356.499
1676789951050,-0.153,0.559,-0.483,-0.009,0.309,-0.174,15.749,1.998,356.945
1676789951064,-0.153,0.558,-0.483,-0.008,0.309,-0.173,15.511,2.619,357.485
1676789951078,-0.153,0.558,-0.483,-0.007,0.309,-0.172,14.977,3.479,358.072
1676789951092,-0.154,0.558,-0.482,-0.006,0.309,-0.172,14.381,4.296,358.493
1676789951106,-0.154,0.558,-0.482,-0.005,0.309,-0.172,14.116,4.664,358.692
1676789951119,-0.154,0.558,-0.482,-0.004,0.309,-0.172,13.966,4.962,358.882
1676789951134,-0.154,0.558,-0.482,-0.004,0.309,-0.172,14.061,4.957,358.847
1676789951147,-0.154,0.558,-0.482,-0.003,0.309,-0.172,14.151,4.754,358.611
1676789951161,-0.155,0.558,-0.482,-0.003,0.310,-0.172,14.128,4.674,358.421
1676789951176,-0.155,0.558,-0.482,-0.003,0.310,-0.173,14.116,4.654,358.306
1676789951189,-0.155,0.558,-0.481,-0.003,0.310,-0.173,14.128,4.622,358.304
1676789951203,-0.155,0.558,-0.481,-0.003,0.310,-0.173,14.140,4.596,358.350
1676789951216,-0.156,0.558,-0.481,-0.003,0.310,-0.173,14.161,4.504,358.331
1676789951231,-0.156,0.558,-0.481,-0.003,0.310,-0.174,14.127,4.461,358.295
1676789951244,-0.156,0.558,-0.481,-0.002,0.311,-0.174,14.084,4.438,358.257
1676789951258,-0.157,0.558,-0.481,-0.002,0.311,-0.174,14.008,4.465,358.212
1676789951272,-0.157,0.558,-0.481,-0.002,0.311,-0.175,13.910,4.523,358.261
1676789951286,-0.157,0.558,-0.481,-0.002,0.311,-0.175,13.857,4.558,358.224
1676789951299,-0.157,0.558,-0.481,-0.002,0.311,-0.175,13.778,4.582,358.171
1676789951314,-0.158,0.557,-0.481,-0.002,0.311,-0.175,13.757,4.562,358.250
1676789951328,-0.158,0.557,-0.481,-0.002,0.311,-0.175,13.852,4.501,358.427
1676789951342,-0.158,0.557,-0.481,-0.002,0.310,-0.175,13.906,4.393,358.420
1676789951356,-0.158,0.557,-0.481,-0.002,0.310,-0.175,13.984,4.347,358.422
1676789951370,-0.159,0.557,-0.481,-0.002,0.310,-0.175,13.976,4.319,358.389
1676789951383,-0.159,0.557,-0.481,-0.002,0.310,-0.176,14.042,4.331,358.369
1676789951398,-0.159,0.557,-0.481,-0.002,0.309,-0.176,14.078,4.339,358.305
1676789951411,-0.159,0.558,-0.481,-0.002,0.309,-0.176,14.011,4.308,358.132
1676789951426,-0.160,0.558,-0.481,-0.002,0.308,-0.176,14.092,4.266,358.100
1676789951440,-0.160,0.558,-0.481,-0.002,0.308,-0.176,14.130,4.168,358.117
1676789951453,-0.160,0.558,-0.481,-0.003,0.307,-0.176,14.223,4.118,358.142
1676789951467,-0.160,0.558,-0.481,-0.003,0.307,-0.176,14.331,4.114,358.293
1676789951481,-0.160,0.558,-0.481,-0.004,0.306,-0.176,14.371,4.038,358.245
1676789951496,-0.161,0.558,-0.481,-0.004,0.306,-0.176,14.439,4.002,358.204
1676789951509,-0.161,0.558,-0.481,-0.004,0.306,-0.176,14.496,3.959,358.191
1676789951523,-0.161,0.558,-0.481,-0.005,0.305,-0.176,14.523,3.909,358.216
1676789951537,-0.162,0.558,-0.481,-0.005,0.305,-0.175,14.524,3.799,358.250
1676789951551,-0.162,0.559,-0.481,-0.006,0.304,-0.175,14.604,3.786,358.202
1676789951564,-0.162,0.559,-0.481,-0.006,0.304,-0.175,14.724,3.752,358.141
1676789951578,-0.163,0.559,-0.481,-0.006,0.303,-0.174,14.739,3.681,358.103
1676789951592,-0.163,0.559,-0.482,-0.007,0.303,-0.174,14.725,3.640,358.143
1676789951606,-0.163,0.559,-0.482,-0.008,0.302,-0.174,14.713,3.594,358.200
1676789951620,-0.164,0.559,-0.482,-0.009,0.301,-0.175,14.729,3.536,358.268
1676789951634,-0.164,0.559,-0.482,-0.010,0.300,-0.175,14.821,3.506,358.417
1676789951647,-0.165,0.560,-0.482,-0.011,0.299,-0.175,14.878,3.444,358.521
1676789951661,-0.165,0.560,-0.482,-0.013,0.298,-0.176,14.981,3.347,358.540
1676789951676,-0.166,0.560,-0.482,-0.014,0.298,-0.176,15.091,3.239,358.547
1676789951690,-0.167,0.560,-0.482,-0.015,0.297,-0.177,15.247,3.082,358.486
1676789951704,-0.167,0.560,-0.482,-0.016,0.296,-0.177,15.460,2.931,358.394
1676789951717,-0.168,0.560,-0.482,-0.017,0.295,-0.177,15.602,2.809,358.299
1676789951731,-0.169,0.560,-0.482,-0.018,0.294,-0.177,15.644,2.634,358.240
1676789951745,-0.169,0.560,-0.482,-0.019,0.293,-0.177,15.724,2.473,358.227
1676789951759,-0.170,0.561,-0.482,-0.020,0.292,-0.176,15.812,2.290,358.194
1676789951773,-0.171,0.561,-0.482,-0.021,0.291,-0.176,15.895,2.152,358.203
1676789951786,-0.171,0.561,-0.482,-0.022,0.290,-0.176,15.980,2.059,358.230
1676789951800,-0.172,0.561,-0.482,-0.023,0.290,-0.176,16.080,1.978,358.256
1676789951814,-0.173,0.561,-0.483,-0.023,0.289,-0.176,16.160,2.001,358.255
1676789951828,-0.173,0.561,-0.483,-0.023,0.288,-0.175,16.242,1.991,358.231
1676789951842,-0.174,0.561,-0.483,-0.024,0.287,-0.175,16.326,1.929,358.190
1676789951856,-0.175,0.561,-0.483,-0.024,0.287,-0.175,16.424,1.859,358.162
1676789951869,-0.175,0.561,-0.483,-0.025,0.286,-0.175,16.545,1.793,358.230
1676789951883,-0.176,0.561,-0.483,-0.025,0.286,-0.175,16.640,1.748,358.267
1676789951897,-0.177,0.561,-0.483,-0.026,0.285,-0.175,16.670,1.718,358.221
1676789951912,-0.177,0.562,-0.483,-0.026,0.285,-0.175,16.731,1.688,358.250
1676789951926,-0.178,0.562,-0.484,-0.027,0.285,-0.175,16.762,1.619,358.249
1676789951939,-0.178,0.562,-0.484,-0.027,0.284,-0.175,16.844,1.587,358.314
1676789951953,-0.179,0.562,-0.484,-0.028,0.284,-0.175,16.934,1.552,358.400
1676789951966,-0.180,0.562,-0.484,-0.028,0.283,-0.175,17.023,1.407,358.544
1676789951980,-0.180,0.562,-0.484,-0.028,0.283,-0.175,17.088,1.386,358.605
1676789951995,-0.181,0.562,-0.484,-0.028,0.283,-0.175,17.150,1.345,358.692
1676789952008,-0.181,0.562,-0.484,-0.028,0.283,-0.175,17.235,1.364,358.777
1676789952022,-0.182,0.562,-0.485,-0.028,0.282,-0.175,17.335,1.379,358.847
1676789952036,-0.183,0.562,-0.485,-0.028,0.283,-0.175,17.388,1.326,358.778
1676789952050,-0.183,0.563,-0.485,-0.028,0.283,-0.175,17.470,1.286,358.805
1676789952064,-0.184,0.563,-0.485,-0.028,0.283,-0.175,17.525,1.169,358.888
1676789952078,-0.184,0.563,-0.486,-0.028,0.283,-0.175,17.580,1.137,358.857
1676789952092,-0.185,0.563,-0.486,-0.029,0.283,-0.175,17.609,1.132,358.858
1676789952106,-0.185,0.563,-0.486,-0.029,0.283,-0.175,17.613,1.123,358.851
1676789952119,-0.186,0.563,-0.486,-0.029,0.283,-0.175,17.628,1.138,358.886
1676789952134,-0.186,0.563,-0.486,-0.029,0.283,-0.175,17.613,1.101,358.817
1676789952147,-0.187,0.564,-0.487,-0.030,0.283,-0.175,17.632,1.100,358.862
1676789952161,-0.188,0.564,-0.487,-0.030,0.283,-0.175,17.653,1.024,358.923
1676789952176,-0.188,0.564,-0.487,-0.030,0.283,-0.174,17.680,1.013,358.934
1676789952189,-0.189,0.564,-0.487,-0.031,0.283,-0.174,17.738,1.021,358.897
1676789952203,-0.189,0.564,-0.488,-0.032,0.283,-0.174,17.766,0.973,358.738
1676789952217,-0.190,0.564,-0.488,-0.034,0.283,-0.174,17.864,0.940,358.679
1676789952231,-0.191,0.564,-0.488,-0.036,0.283,-0.174,17.983,0.828,358.630
1676789952245,-0.191,0.565,-0.488,-0.038,0.284,-0.175,18.078,0.742,358.510
1676789952259,-0.192,0.565,-0.489,-0.041,0.284,-0.175,18.186,0.613,358.319
1676789952274,-0.193,0.565,-0.489,-0.044,0.285,-0.175,18.356,0.394,358.094
1676789952287,-0.193,0.564,-0.490,-0.048,0.285,-0.176,18.834,359.850,357.364
1676789952300,-0.194,0.564,-0.490,-0.053,0.286,-0.176,20.120,358.298,355.145
1676789952315,-0.195,0.564,-0.490,-0.059,0.287,-0.177,21.465,356.609,352.786
1676789952328,-0.195,0.564,-0.491,-0.065,0.287,-0.179,22.811,354.886,351.053
1676789952342,-0.196,0.564,-0.491,-0.070,0.288,-0.179,23.727,353.683,349.984
1676789952356,-0.197,0.564,-0.492,-0.077,0.288,-0.180,24.476,352.732,349.808
1676789952370,-0.198,0.564,-0.492,-0.084,0.288,-0.181,24.774,352.067,350.219
1676789952384,-0.199,0.564,-0.492,-0.092,0.289,-0.182,24.675,351.322,350.596
1676789952398,-0.200,0.564,-0.493,-0.101,0.291,-0.184,24.465,350.391,350.767
1676789952412,-0.201,0.564,-0.493,-0.110,0.292,-0.185,24.342,349.402,350.995
1676789952426,-0.202,0.564,-0.494,-0.119,0.293,-0.187,24.360,348.509,351.169
1676789952439,-0.203,0.564,-0.494,-0.128,0.294,-0.188,24.453,347.731,351.334
1676789952453,-0.204,0.565,-0.494,-0.137,0.295,-0.190,24.571,346.897,351.432
1676789952467,-0.206,0.565,-0.495,-0.147,0.296,-0.191,24.629,346.159,351.685
1676789952481,-0.207,0.565,-0.495,-0.157,0.298,-0.193,24.623,345.445,352.084
1676789952495,-0.209,0.565,-0.495,-0.168,0.299,-0.195,24.555,344.513,352.203
