timestamp,level,x,y,z,pitch,yaw,roll
1695264497636,0,-0.04,0.02,-0.02,4.81,352.35,3.19
1695264497666,0,-0.04,0.02,-0.02,4.86,352.46,3.11
1695264497694,0,-0.04,0.02,-0.02,4.92,352.56,3.01
1695264497723,0,-0.04,0.02,-0.02,4.97,352.62,2.97
1695264497754,0,-0.04,0.02,-0.02,5.03,352.65,2.89
1695264497782,0,-0.04,0.02,-0.02,5.06,352.66,2.83
1695264497810,0,-0.04,0.02,-0.02,5.07,352.65,2.80
1695264497838,0,-0.04,0.02,-0.02,5.08,352.64,2.75
1695264497866,0,-0.04,0.02,-0.02,5.08,352.64,2.71
1695264497893,0,-0.04,0.02,-0.02,5.08,352.66,2.67
1695264497921,0,-0.04,0.02,-0.02,5.08,352.70,2.62
1695264497948,0,-0.04,0.02,-0.02,5.07,352.79,2.56
1695264497976,0,-0.04,0.02,-0.02,5.07,352.86,2.51
1695264498006,0,-0.04,0.02,-0.02,5.09,352.95,2.44
1695264498036,0,-0.04,0.02,-0.02,5.10,353.03,2.37
1695264498067,0,-0.04,0.02,-0.02,5.10,353.13,2.31
1695264498099,0,-0.04,0.02,-0.02,5.07,353.24,2.25
1695264498132,0,-0.04,0.02,-0.02,5.07,353.34,2.19
1695264498166,0,-0.04,0.02,-0.02,5.09,353.47,2.15
1695264498199,0,-0.04,0.02,-0.02,5.12,353.62,2.10
1695264498227,0,-0.04,0.02,-0.02,5.15,353.75,2.06
1695264498257,0,-0.04,0.02,-0.02,5.18,353.86,2.00
1695264498288,0,-0.03,0.02,-0.02,5.20,353.94,1.95
1695264498316,0,-0.03,0.02,-0.02,5.25,354.03,1.90
1695264498344,0,-0.03,0.02,-0.02,5.30,354.10,1.86
1695264498372,0,-0.03,0.02,-0.02,5.34,354.18,1.83
1695264498400,0,-0.03,0.02,-0.02,5.38,354.22,1.86
1695264498428,0,-0.03,0.02,-0.02,5.42,354.27,1.84
1695264498456,0,-0.03,0.02,-0.02,5.47,354.31,1.82
1695264498484,0,-0.03,0.02,-0.02,5.51,354.33,1.81
1695264498511,0,-0.03,0.02,-0.02,5.54,354.35,1.79
1695264498540,0,-0.03,0.02,-0.02,5.55,354.38,1.77
1695264498569,0,-0.03,0.02,-0.02,5.55,354.41,1.78
1695264498600,0,-0.03,0.02,-0.02,5.57,354.45,1.79
1695264498633,0,-0.03,0.02,-0.02,5.60,354.47,1.79
1695264498666,0,-0.03,0.02,-0.02,5.61,354.48,1.81
1695264498699,0,-0.03,0.02,-0.02,5.60,354.49,1.81
1695264498727,0,-0.03,0.02,-0.02,5.59,354.50,1.81
1695264498756,0,-0.03,0.02,-0.02,5.59,354.51,1.82
1695264498787,0,-0.03,0.02,-0.02,5.59,354.53,1.82
1695264498816,0,-0.03,0.02,-0.02,5.58,354.56,1.79
1695264498844,0,-0.03,0.02,-0.02,5.57,354.60,1.78
1695264498872,0,-0.03,0.02,-0.02,5.57,354.67,1.75
1695264498900,0,-0.03,0.02,-0.02,5.57,354.80,1.71
1695264498927,0,-0.03,0.02,-0.02,5.57,355.01,1.67
1695264498955,0,-0.03,0.02,-0.02,5.55,355.30,1.62
1695264498983,0,-0.03,0.02,-0.02,5.48,355.71,1.59
1695264499012,0,-0.03,0.02,-0.02,5.39,356.14,1.50
1695264499043,0,-0.03,0.02,-0.02,5.33,356.56,1.37
1695264499072,0,-0.03,0.02,-0.02,5.29,357.04,1.26
1695264499102,0,-0.03,0.02,-0.02,5.24,357.52,1.09
1695264499132,0,-0.03,0.02,-0.02,5.15,358.05,1.05
1695264499161,0,-0.03,0.02,-0.02,5.05,358.57,1.00
1695264499189,0,-0.03,0.02,-0.02,4.92,359.12,0.88
1695264499221,0,-0.03,0.02,-0.02,4.83,359.70,0.80
1695264499249,0,-0.03,0.02,-0.02,4.78,0.34,0.71
1695264499277,0,-0.02,0.02,-0.02,4.71,0.83,0.62
1695264499305,0,-0.02,0.02,-0.02,4.62,1.30,0.50
1695264499333,0,-0.02,0.02,-0.02,4.56,1.69,0.42
1695264499360,0,-0.02,0.02,-0.02,4.49,1.97,0.33
1695264499388,0,-0.02,0.02,-0.02,4.47,2.10,0.21
1695264499415,0,-0.02,0.02,-0.02,4.47,2.11,0.17
1695264499444,0,-0.02,0.02,-0.02,4.48,2.09,0.14
1695264499476,0,-0.02,0.02,-0.02,4.50,2.04,0.04
1695264499510,0,-0.02,0.02,-0.02,4.53,1.90,359.98
1695264499540,0,-0.02,0.02,-0.02,4.58,1.77,359.96
1695264499568,0,-0.02,0.02,-0.02,4.60,1.64,359.94
1695264499599,0,-0.02,0.02,-0.02,4.62,1.56,359.91
1695264499627,0,-0.02,0.02,-0.02,4.62,1.51,359.90
1695264499655,0,-0.02,0.02,-0.02,4.63,1.50,359.88
1695264499683,0,-0.02,0.02,-0.02,4.63,1.55,359.85
1695264499711,0,-0.02,0.02,-0.02,4.63,1.62,359.82
1695264499739,0,-0.02,0.02,-0.02,4.64,1.68,359.80
1695264499766,0,-0.02,0.02,-0.02,4.66,1.73,359.75
1695264499794,0,-0.02,0.02,-0.02,4.70,1.77,359.72
1695264499822,0,-0.02,0.02,-0.02,4.73,1.80,359.67
1695264499851,0,-0.02,0.02,-0.02,4.76,1.83,359.64
1695264499880,0,-0.02,0.02,-0.02,4.79,1.86,359.61
1695264499910,0,-0.02,0.02,-0.02,4.80,1.90,359.60
1695264499943,0,-0.02,0.02,-0.02,4.82,1.92,359.62
1695264499972,0,-0.02,0.02,-0.02,4.81,1.93,359.60
1695264500001,0,-0.02,0.02,-0.02,4.78,1.90,359.62
1695264500032,0,-0.02,0.02,-0.02,4.70,1.77,359.71
1695264500060,0,-0.02,0.02,-0.02,4.53,1.50,359.84
1695264500088,0,-0.02,0.02,-0.02,4.33,1.11,0.00
1695264500116,0,-0.02,0.02,-0.02,4.17,0.70,0.09
1695264500144,0,-0.02,0.02,-0.02,4.05,0.33,0.20
1695264500173,0,-0.02,0.02,-0.02,3.93,359.91,0.30
1695264500202,0,-0.02,0.02,-0.02,3.85,359.53,0.44
1695264500232,0,-0.02,0.02,-0.02,3.77,359.24,0.50
1695264500260,0,-0.02,0.02,-0.02,3.75,359.06,0.57
1695264500288,0,-0.02,0.02,-0.02,3.75,358.98,0.63
1695264500316,0,-0.02,0.02,-0.02,3.76,358.95,0.63
1695264500344,0,-0.02,0.02,-0.02,3.78,358.92,0.65
1695264500376,0,-0.02,0.02,-0.02,3.82,358.94,0.66
1695264500405,0,-0.02,0.02,-0.02,3.91,359.02,0.64
1695264500434,0,-0.02,0.02,-0.02,4.01,359.11,0.59
1695264500462,0,-0.02,0.02,-0.02,4.12,359.20,0.54
1695264500491,0,-0.02,0.02,-0.02,4.19,359.25,0.49
1695264500520,0,-0.02,0.02,-0.02,4.24,359.30,0.44
1695264500549,0,-0.02,0.02,-0.02,4.28,359.37,0.37
1695264500576,0,-0.02,0.02,-0.02,4.29,359.41,0.34
1695264500604,0,-0.02,0.02,-0.02,4.34,359.49,0.29
1695264500633,0,-0.02,0.02,-0.02,4.44,359.56,0.25
1695264500661,0,-0.02,0.02,-0.02,4.62,359.65,0.17
1695264500690,0,-0.02,0.02,-0.02,4.84,359.76,0.08
1695264500720,0,-0.02,0.02,-0.02,5.04,359.89,359.96
1695264500749,0,-0.02,0.02,-0.02,5.12,0.04,359.93
1695264500777,0,-0.02,0.02,-0.02,5.11,0.21,359.91
1695264500805,0,-0.02,0.02,-0.02,5.11,0.49,359.91
1695264500834,0,-0.02,0.02,-0.02,5.13,0.69,0.07
1695264500866,0,-0.03,0.02,-0.02,5.14,0.80,0.24
1695264500894,0,-0.03,0.02,-0.02,5.21,0.80,0.43
1695264500923,0,-0.03,0.02,-0.02,5.33,0.74,0.61
1695264500954,0,-0.03,0.02,-0.02,5.39,0.61,0.77
1695264500982,0,-0.03,0.02,-0.02,5.34,0.36,0.91
1695264501010,0,-0.03,0.02,-0.02,5.29,0.03,1.02
1695264501039,0,-0.03,0.02,-0.02,5.39,359.68,1.14
1695264501069,0,-0.03,0.02,-0.02,5.45,359.35,1.20
1695264501099,0,-0.03,0.02,-0.01,5.30,358.97,1.41
1695264501127,0,-0.04,0.02,-0.01,5.06,358.67,1.60
1695264501156,0,-0.04,0.02,-0.01,4.79,358.36,1.78
1695264501187,0,-0.04,0.02,-0.01,4.67,358.11,1.86
1695264501216,0,-0.04,0.02,-0.01,4.72,357.98,1.77
1695264501244,0,-0.04,0.02,-0.01,4.78,357.88,1.57
1695264501273,0,-0.04,0.02,-0.01,4.89,357.89,1.31
1695264501302,0,-0.03,0.02,-0.01,4.96,358.03,0.93
1695264501332,0,-0.03,0.02,-0.01,4.92,358.27,0.67
1695264501360,0,-0.03,0.02,-0.01,4.74,358.64,0.37
1695264501389,0,-0.03,0.02,-0.01,4.61,358.99,0.06
1695264501420,0,-0.03,0.02,-0.01,4.56,359.42,359.70
1695264501454,0,-0.02,0.02,-0.01,4.68,359.96,359.23
1695264501483,0,-0.02,0.02,-0.01,4.78,0.58,358.74
1695264501512,0,-0.02,0.02,-0.01,4.91,1.11,358.37
1695264501542,0,-0.01,0.02,-0.01,5.03,1.65,358.11
1695264501571,0,-0.01,0.02,-0.01,5.00,2.14,357.87
1695264501600,0,-0.01,0.02,-0.01,4.96,2.49,357.73
1695264501627,0,-0.01,0.02,-0.01,4.87,2.75,357.71
1695264501655,0,0.00,0.02,-0.01,4.69,2.94,357.66
1695264501683,0,0.00,0.02,-0.01,4.45,3.01,357.63
1695264501710,0,0.00,0.02,-0.01,4.14,3.08,357.51
1695264501739,0,0.00,0.02,-0.01,3.95,3.06,357.51
1695264501767,0,0.00,0.02,-0.01,3.89,3.00,357.53
1695264501799,0,0.00,0.02,0.00,3.87,2.88,357.55
1695264501828,0,0.00,0.02,0.00,3.97,2.55,357.60
1695264501857,0,0.01,0.02,0.00,4.18,2.17,357.60
1695264501887,0,0.01,0.02,0.00,4.26,1.78,357.51
1695264501916,0,0.01,0.02,0.00,4.05,1.40,357.46
1695264501943,0,0.01,0.02,0.00,3.72,1.14,357.42
1695264501971,0,0.00,0.02,0.00,3.44,1.00,357.43
1695264501999,0,0.00,0.02,0.00,3.28,1.02,357.50
1695264502027,0,0.00,0.02,0.00,3.17,1.09,357.67
1695264502055,0,0.00,0.02,0.00,3.09,1.24,358.17
1695264502084,0,0.00,0.02,0.00,3.18,1.30,358.61
1695264502112,0,0.00,0.02,0.00,3.29,1.27,358.98
1695264502142,0,0.00,0.02,0.00,3.24,1.29,359.25
1695264502171,0,0.00,0.02,0.00,3.15,1.30,359.30
1695264502199,0,-0.01,0.02,0.00,3.14,1.34,359.29
1695264502227,0,-0.01,0.02,0.00,3.05,1.46,359.29
1695264502254,0,-0.01,0.02,0.00,2.64,1.80,359.36
1695264502282,0,-0.01,0.02,0.00,2.26,2.16,359.44
1695264502310,0,-0.01,0.02,0.00,1.94,2.59,359.61
1695264502338,0,-0.01,0.02,0.00,1.63,3.22,359.76
1695264502368,0,-0.01,0.02,0.00,1.37,4.09,359.76
1695264502398,0,-0.01,0.02,0.00,1.39,4.92,359.74
1695264502427,0,-0.01,0.02,0.00,1.83,5.58,359.74
1695264502455,0,-0.01,0.02,-0.01,2.70,5.96,359.60
1695264502483,0,-0.01,0.02,-0.01,3.49,5.95,359.24
1695264502511,0,-0.01,0.02,-0.01,4.00,5.54,358.84
1695264502539,0,-0.01,0.02,-0.01,4.13,4.80,358.46
1695264502567,0,-0.01,0.02,-0.01,3.93,3.86,358.25
1695264502599,0,-0.01,0.02,-0.01,3.72,2.65,358.29
1695264502628,0,-0.01,0.02,-0.01,3.59,1.27,358.48
1695264502657,0,-0.01,0.02,-0.01,3.39,359.60,358.88
1695264502687,0,-0.02,0.02,-0.01,3.28,357.96,359.11
1695264502716,0,-0.02,0.02,-0.01,3.31,356.22,359.23
1695264502744,0,-0.02,0.02,-0.01,3.41,354.49,359.02
1695264502772,0,-0.02,0.02,0.00,3.59,353.07,358.74
1695264502801,0,-0.02,0.02,0.00,3.75,352.27,358.71
1695264502831,0,-0.02,0.02,0.00,3.89,351.62,358.99
1695264502860,0,-0.02,0.02,0.00,4.02,351.16,359.32
1695264502889,0,-0.02,0.02,0.00,4.06,350.73,359.71
1695264502920,0,-0.02,0.02,0.00,3.97,350.25,0.03
1695264502949,0,-0.03,0.02,0.00,3.66,349.61,0.26
1695264502977,0,-0.03,0.02,0.00,3.36,349.14,0.49
1695264503005,0,-0.03,0.02,0.00,3.02,348.52,0.80
1695264503035,0,-0.03,0.02,0.00,2.74,348.02,1.13
1695264503065,0,-0.03,0.02,0.00,2.48,347.57,1.48
1695264503098,0,-0.03,0.02,0.00,2.32,347.19,1.72
1695264503131,0,-0.03,0.02,-0.01,2.14,346.77,1.88
1695264503165,0,-0.03,0.02,-0.01,2.04,346.55,1.86
1695264503193,0,-0.03,0.02,-0.01,2.04,346.56,1.75
1695264503222,0,-0.03,0.02,-0.01,2.05,346.59,1.58
1695264503253,0,-0.03,0.02,-0.01,2.11,346.86,1.27
1695264503287,0,-0.03,0.02,-0.01,2.21,347.31,1.02
1695264503320,0,-0.03,0.02,-0.01,2.50,347.96,0.82
1695264503350,0,-0.03,0.02,-0.01,2.81,348.60,0.55
1695264503378,0,-0.03,0.02,-0.01,3.02,349.17,0.33
1695264503406,0,-0.03,0.02,-0.01,3.14,349.70,359.98
1695264503435,0,-0.03,0.02,-0.01,3.18,350.19,359.60
1695264503465,0,-0.03,0.02,-0.01,3.14,350.65,359.16
1695264503493,0,-0.02,0.02,-0.01,2.99,351.10,358.64
1695264503521,0,-0.02,0.02,-0.01,2.73,351.51,358.14
1695264503550,0,-0.02,0.02,-0.01,2.43,351.84,357.80
1695264503579,0,-0.02,0.02,-0.01,2.17,352.10,357.57
1695264503609,0,-0.02,0.02,-0.01,1.96,352.23,357.51
1695264503638,0,-0.02,0.02,-0.01,2.00,352.17,357.54
1695264503667,0,-0.02,0.02,-0.01,2.02,352.10,357.58
1695264503695,0,-0.02,0.02,-0.01,2.18,351.75,357.75
1695264503723,0,-0.02,0.02,-0.01,2.33,351.32,357.89
1695264503753,0,-0.02,0.02,-0.01,2.40,350.88,357.95
1695264503782,0,-0.02,0.02,-0.01,2.42,350.51,358.07
1695264503810,0,-0.02,0.02,-0.01,2.45,350.24,358.21
1695264503838,0,-0.02,0.02,-0.01,2.50,350.10,358.36
1695264503867,0,-0.03,0.02,-0.01,2.57,350.13,358.53
1695264503898,0,-0.03,0.02,-0.01,2.81,350.34,358.86
1695264503931,0,-0.02,0.02,-0.01,3.13,350.78,358.99
1695264503965,0,-0.02,0.02,-0.01,3.70,351.67,359.21
1695264503999,0,-0.02,0.01,-0.01,4.25,352.74,359.32
1695264504031,0,-0.02,0.01,-0.01,4.51,353.82,359.30
1695264504060,0,-0.02,0.01,-0.01,4.62,354.88,359.19
1695264504089,0,-0.02,0.01,-0.01,4.74,355.93,359.01
1695264504120,0,-0.01,0.01,-0.01,4.89,357.02,358.95
1695264504149,0,-0.01,0.01,-0.01,5.08,358.27,358.97
1695264504177,0,-0.01,0.01,-0.01,5.21,359.38,358.99
1695264504205,0,-0.01,0.01,-0.01,5.27,0.59,358.97
1695264504234,0,-0.01,0.01,-0.01,5.29,1.62,359.04
1695264504262,0,-0.01,0.01,-0.01,5.33,2.53,359.05
1695264504290,0,0.00,0.01,-0.01,5.35,3.18,359.04
1695264504320,0,0.00,0.01,-0.01,5.39,3.63,358.98
1695264504348,0,0.00,0.01,-0.01,5.52,3.87,358.84
1695264504376,0,0.00,0.01,-0.01,5.65,3.95,358.74
1695264504405,0,0.00,0.01,-0.01,5.69,3.92,358.74
1695264504435,0,-0.01,0.01,-0.01,5.73,3.95,358.74
1695264504464,0,-0.01,0.01,-0.01,5.77,4.06,358.85
1695264504493,0,-0.01,0.01,-0.01,5.85,4.20,359.05
1695264504522,0,-0.01,0.01,-0.01,6.03,4.46,359.39
1695264504553,0,-0.01,0.01,-0.01,6.19,4.69,359.48
1695264504583,0,-0.01,0.01,0.00,6.32,4.94,359.53
1695264504612,0,-0.01,0.01,0.00,6.38,5.15,359.53
1695264504643,0,-0.01,0.01,0.00,6.47,5.45,359.49
1695264504671,0,-0.01,0.01,0.00,6.61,5.82,359.40
1695264504701,0,-0.01,0.01,0.00,6.64,6.13,359.31
1695264504732,0,-0.01,0.01,0.00,6.62,6.56,359.22
1695264504760,0,-0.01,0.01,0.00,6.63,7.06,359.25
1695264504788,0,-0.01,0.01,0.00,6.72,7.58,359.38
1695264504820,0,-0.01,0.01,0.00,6.78,7.91,359.48
1695264504848,0,-0.01,0.01,0.00,6.89,8.05,359.41
1695264504876,0,-0.01,0.01,0.00,7.03,8.11,359.32
1695264504909,0,-0.01,0.01,0.01,7.20,8.15,359.17
1695264504938,0,-0.01,0.01,0.01,7.51,8.18,358.83
1695264504968,0,-0.01,0.01,0.01,7.57,8.29,358.61
1695264504998,0,-0.01,0.01,0.01,7.32,8.51,358.54
1695264505031,0,-0.01,0.01,0.01,6.78,8.82,358.68
1695264505059,0,-0.02,0.02,0.01,6.22,9.16,359.06
1695264505088,0,-0.02,0.02,0.01,6.14,9.32,359.25
1695264505120,0,-0.02,0.01,0.01,6.29,9.28,359.27
1695264505148,0,-0.02,0.01,0.01,6.61,9.16,359.35
1695264505176,0,-0.02,0.01,0.01,7.12,8.87,359.28
1695264505203,0,-0.02,0.01,0.01,7.47,8.49,359.17
1695264505233,0,-0.02,0.01,0.01,7.48,8.10,359.09
1695264505261,0,-0.02,0.01,0.01,7.21,7.75,359.11
1695264505290,0,-0.02,0.01,0.01,6.96,7.46,359.23
1695264505320,0,-0.02,0.01,0.01,6.89,7.17,359.52
1695264505349,0,-0.02,0.01,0.01,7.06,6.94,359.82
1695264505378,0,-0.02,0.01,0.01,7.30,6.71,0.01
1695264505409,0,-0.02,0.01,0.00,7.35,6.48,359.98
1695264505442,0,-0.02,0.01,0.00,7.21,6.33,359.84
1695264505470,0,-0.02,0.01,0.00,6.93,6.20,359.56
1695264505498,0,-0.02,0.01,0.00,6.90,6.27,359.37
1695264505526,0,-0.02,0.01,0.00,7.06,6.49,359.02
1695264505553,0,-0.02,0.01,0.00,7.20,6.86,358.66
1695264505582,0,-0.02,0.01,0.00,6.95,7.25,358.40
1695264505610,0,-0.02,0.01,0.00,6.36,7.57,358.21
1695264505642,0,-0.02,0.01,0.00,5.60,7.91,358.07
1695264505675,0,-0.02,0.02,-0.01,5.06,8.30,357.96
1695264505709,0,-0.02,0.02,-0.01,5.02,8.65,357.92
1695264505738,0,-0.02,0.01,-0.01,5.64,8.83,357.81
1695264505766,0,-0.02,0.01,-0.01,6.25,8.77,357.67
1695264505798,0,-0.01,0.01,-0.01,6.63,8.51,357.46
1695264505832,0,-0.01,0.01,-0.01,6.45,8.06,357.22
1695264505865,0,-0.02,0.01,-0.01,5.83,7.54,357.26
1695264505898,0,-0.02,0.01,-0.01,5.53,7.16,357.34
1695264505931,0,-0.02,0.01,-0.01,5.37,6.78,357.55
1695264505964,0,-0.02,0.01,0.00,5.34,6.38,357.85
1695264505993,0,-0.02,0.01,0.00,5.37,6.03,357.99
1695264506022,0,-0.02,0.01,0.00,5.45,5.76,358.08
1695264506053,0,-0.02,0.01,0.00,5.60,5.56,358.13
1695264506082,0,-0.02,0.01,0.00,5.84,5.47,358.17
1695264506111,0,-0.02,0.01,0.00,5.96,5.49,358.18
1695264506139,0,-0.02,0.01,0.00,5.93,5.55,358.11
1695264506168,0,-0.02,0.02,0.00,5.41,5.86,357.97
1695264506198,0,-0.02,0.02,0.00,4.73,6.22,357.91
1695264506227,0,-0.02,0.02,0.00,4.28,6.63,357.94
1695264506255,0,-0.02,0.02,0.01,4.26,7.00,358.21
1695264506286,0,-0.02,0.02,0.01,4.53,7.29,358.63
1695264506315,0,-0.03,0.02,0.01,5.05,7.48,359.09
1695264506342,0,-0.03,0.01,0.01,5.44,7.47,359.47
1695264506371,0,-0.03,0.01,0.01,5.72,7.26,359.76
1695264506398,0,-0.03,0.01,0.01,5.64,6.92,359.99
1695264506426,0,-0.04,0.01,0.01,5.24,6.45,0.21
1695264506455,0,-0.04,0.02,0.01,4.83,6.06,0.54
1695264506486,0,-0.04,0.02,0.01,4.59,5.68,0.93
1695264506520,0,-0.04,0.02,0.01,4.56,5.33,1.32
1695264506554,0,-0.04,0.02,0.02,4.59,4.99,1.80
1695264506586,0,-0.04,0.02,0.02,4.48,4.65,2.18
1695264506620,0,-0.05,0.02,0.02,4.21,4.38,2.41
1695264506648,0,-0.05,0.02,0.02,3.85,4.20,2.54
1695264506676,0,-0.05,0.02,0.02,3.41,4.11,2.61
1695264506703,0,-0.05,0.02,0.02,2.96,4.07,2.55
1695264506732,0,-0.05,0.02,0.02,2.66,4.12,2.44
1695264506758,0,-0.05,0.02,0.02,2.51,4.19,2.42
1695264506787,0,-0.05,0.02,0.02,2.44,4.21,2.34
1695264506816,0,-0.05,0.02,0.02,2.41,4.24,2.27
1695264506845,0,-0.04,0.02,0.02,2.44,4.28,2.16
1695264506876,0,-0.04,0.02,0.02,2.59,4.30,1.96
1695264506905,0,-0.04,0.02,0.02,2.82,4.33,1.82
1695264506933,0,-0.04,0.02,0.02,3.09,4.35,1.64
1695264506961,0,-0.04,0.02,0.02,3.33,4.34,1.46
1695264506990,0,-0.04,0.02,0.02,3.44,4.27,1.18
1695264507019,0,-0.04,0.02,0.02,3.43,4.18,0.75
1695264507048,0,-0.04,0.02,0.02,3.35,4.17,0.35
1695264507077,0,-0.04,0.02,0.02,3.31,4.28,0.14
1695264507109,0,-0.04,0.02,0.02,3.31,4.49,359.99
1695264507137,0,-0.04,0.02,0.02,3.33,4.87,359.89
1695264507165,0,-0.04,0.02,0.02,3.40,5.29,359.81
1695264507193,0,-0.03,0.02,0.02,3.54,5.77,359.77
1695264507220,0,-0.03,0.02,0.02,3.74,6.33,359.68
1695264507248,0,-0.03,0.02,0.02,3.93,6.87,359.65
1695264507276,0,-0.03,0.02,0.02,4.02,7.37,359.48
1695264507305,0,-0.03,0.02,0.02,4.00,7.81,359.38
1695264507334,0,-0.03,0.02,0.02,3.73,7.93,359.33
1695264507364,0,-0.03,0.02,0.02,3.53,7.74,359.31
1695264507393,0,-0.03,0.02,0.02,3.45,7.51,359.25
1695264507421,0,-0.03,0.02,0.02,3.44,7.17,359.19
1695264507453,0,-0.03,0.02,0.02,3.50,6.96,359.13
1695264507482,0,-0.03,0.02,0.02,3.55,6.86,359.14
1695264507510,0,-0.03,0.02,0.02,3.58,6.86,359.14
1695264507539,0,-0.03,0.02,0.02,3.63,6.91,359.14
1695264507568,0,-0.03,0.02,0.02,3.68,7.09,359.16
1695264507598,0,-0.03,0.02,0.02,3.69,7.24,359.17
1695264507626,0,-0.03,0.02,0.02,3.68,7.32,359.18
1695264507653,0,-0.03,0.02,0.02,3.67,7.37,359.18
1695264507681,0,-0.03,0.02,0.01,3.65,7.37,359.20
1695264507709,0,-0.03,0.02,0.01,3.61,7.29,359.25
1695264507737,0,-0.03,0.02,0.01,3.59,7.11,359.39
1695264507768,0,-0.03,0.02,0.01,3.59,6.90,359.50
1695264507799,0,-0.03,0.02,0.01,3.61,6.59,359.62
1695264507832,0,-0.03,0.02,0.01,3.54,6.20,359.76
1695264507864,0,-0.03,0.02,0.01,3.30,5.70,359.86
1695264507898,0,-0.03,0.02,0.01,2.71,5.07,359.86
1695264507936,0,-0.03,0.02,0.01,1.99,4.47,359.91
1695264507964,0,-0.03,0.02,0.01,1.13,3.88,0.06
1695264507993,0,-0.03,0.02,0.01,0.65,3.60,0.23
1695264508021,0,-0.03,0.02,0.01,0.35,3.46,0.38
1695264508048,0,-0.03,0.02,0.01,0.35,3.46,0.50
1695264508076,0,-0.03,0.02,0.01,0.43,3.51,0.61
1695264508104,0,-0.03,0.02,0.01,0.58,3.57,0.84
1695264508132,0,-0.03,0.02,0.01,0.60,3.65,0.89
1695264508160,0,-0.03,0.02,0.01,0.55,3.74,0.91
1695264508188,0,-0.03,0.02,0.00,0.44,3.85,0.90
1695264508216,0,-0.03,0.02,0.00,0.32,3.95,0.81
1695264508243,0,-0.03,0.02,0.00,0.29,4.02,0.71
1695264508272,0,-0.03,0.02,0.00,0.40,4.13,0.52
1695264508301,0,-0.03,0.02,0.00,0.47,4.28,0.33
1695264508331,0,-0.03,0.02,0.00,0.39,4.54,0.14
1695264508359,0,-0.03,0.02,0.00,0.31,4.87,0.01
1695264508387,0,-0.03,0.02,0.00,0.19,5.20,359.94
1695264508415,0,-0.03,0.02,0.00,0.00,5.54,359.90
1695264508442,0,-0.03,0.02,0.00,359.78,5.81,359.87
1695264508470,0,-0.03,0.02,-0.01,359.44,6.03,359.88
1695264508500,0,-0.03,0.02,-0.01,359.03,6.18,359.79
1695264508527,0,-0.02,0.03,-0.01,358.62,6.30,359.66
1695264508556,0,-0.02,0.03,-0.01,358.20,6.41,359.53
1695264508586,0,-0.02,0.03,-0.01,357.92,6.53,359.46
1695264508615,0,-0.02,0.03,-0.01,357.80,6.67,359.48
1695264508645,0,-0.02,0.03,-0.01,357.88,6.76,359.50
1695264508675,0,-0.02,0.03,-0.01,358.04,6.87,359.56
1695264508705,0,-0.02,0.03,-0.01,358.18,6.90,359.58
1695264508733,0,-0.02,0.03,-0.01,358.30,6.85,359.59
1695264508761,0,-0.02,0.03,-0.01,358.45,6.74,359.59
1695264508789,0,-0.02,0.02,-0.01,358.56,6.63,359.58
1695264508820,0,-0.02,0.02,-0.01,358.62,6.51,359.59
1695264508848,0,-0.02,0.02,-0.01,358.66,6.39,359.58
1695264508876,0,-0.02,0.02,-0.01,358.63,6.31,359.57
1695264508904,0,-0.02,0.02,-0.01,358.55,6.24,359.56
1695264508932,0,-0.02,0.03,-0.01,358.41,6.20,359.59
1695264508959,0,-0.02,0.03,-0.01,357.96,6.28,359.68
1695264508987,0,-0.02,0.03,-0.01,357.56,6.42,359.77
1695264509015,0,-0.02,0.03,-0.01,357.23,6.58,359.82
1695264509043,0,-0.02,0.03,-0.01,356.97,6.74,359.85
1695264509072,0,-0.02,0.03,-0.02,356.81,6.88,359.87
1695264509100,0,-0.02,0.03,-0.01,356.86,6.94,359.84
1695264509131,0,-0.02,0.03,-0.01,356.95,7.03,359.78
1695264509158,0,-0.02,0.03,-0.01,357.08,7.10,359.74
1695264509186,0,-0.02,0.03,-0.01,357.20,7.12,359.68
1695264509213,0,-0.02,0.03,-0.01,357.37,7.11,359.68
1695264509242,0,-0.02,0.03,-0.01,357.61,7.07,359.74
1695264509270,0,-0.02,0.03,-0.01,357.84,7.01,359.78
1695264509298,0,-0.02,0.03,-0.01,358.04,6.95,359.82
1695264509326,0,-0.02,0.03,-0.01,358.21,6.89,359.88
1695264509354,0,-0.02,0.03,-0.01,358.34,6.83,359.94
1695264509386,0,-0.02,0.03,-0.01,358.42,6.76,0.02
1695264509415,0,-0.02,0.03,-0.01,358.48,6.68,0.07
1695264509443,0,-0.02,0.03,-0.01,358.52,6.61,0.12
1695264509472,0,-0.02,0.03,-0.01,358.54,6.56,0.16
1695264509501,0,-0.03,0.03,-0.01,358.52,6.50,0.19
1695264509530,0,-0.03,0.03,-0.01,358.45,6.43,0.26
1695264509558,0,-0.03,0.03,-0.01,358.38,6.38,0.31
1695264509586,0,-0.03,0.03,-0.01,358.34,6.35,0.35
1695264509614,0,-0.03,0.03,-0.01,358.33,6.30,0.39
1695264509642,0,-0.03,0.03,-0.01,358.36,6.26,0.40
1695264509670,0,-0.03,0.03,-0.01,358.38,6.23,0.39
1695264509699,0,-0.03,0.03,-0.01,358.41,6.22,0.36
1695264509728,0,-0.03,0.03,-0.01,358.44,6.24,0.32
1695264509755,0,-0.03,0.03,-0.01,358.49,6.29,0.26
